Key,English,French
KEY_GEO_HINT_FOOD_DESC,"You are low on FOOD which is needed to keep your soldiers alive and healthy. Here are some suggestions to relieve your shortage:

TRADE: Visit havens with the Food resource symbol and trade Tech or Materials for Food.
STEAL: Visit a haven with the Food resource symbol and conduct a STEAL RESOURCES mission. WARNING: This will antagonize the controlling faction.
SCAVENGE: Explore and locate more scavenging sites.
REWARDS: Haven defence missions will get you Food, but greater amounts from havens with FOOD zones, or DISCIPLES OF ANU havens.","Vous avez peu de VIVRES – c'est une ressource nécessaire pour que vos soldats restent en vie et soient en bonne santé. Voici quelques suggestions pour y remédier :
 
 L'ÉCHANGE : visitez les refuges avec le symbole de ressources Vivres et échangez des technologies ou des matériaux contre des vivres.
 LE VOL : visitez un refuge avec le symbole de ressources Vivres et effectuez une mission VOL DE RESSOURCES. AVERTISSEMENT : vous vous mettrez à dos la faction qui les contrôle.
 LA RÉCUPÉRATION : explorez et trouvez plus de sites de ressources.
 LES RÉCOMPENSES : les missions de défense de refuges vous rapporteront des vivres, mais vous en obtiendrez plus de refuges dotés de zones ALIMENTAIRES ou de refuges des DISCIPLES D'ANU."
KEY_GEO_HINT_FOOD_TITLE,FOOD SHORTAGE,PÉNURIE DE VIVRES
KEY_GEO_HINT_LESS_BASES_DESC,"Be careful not to activate too many Phoenix bases too quickly. Your initial consideration should be to activate bases near mist outbreaks so you can scan for havens under attack. The next consideration is to gain valuable facilities, such as research labs.","Prenez garde à ne pas activer trop de bases Phoenix trop rapidement. Vous devriez d'abord activer des bases près d'incursions de brume pour pouvoir chercher les refuges qui sont attaqués. Ensuite, essayez d'acquérir des installations utiles, comme des laboratoires de recherche."
KEY_GEO_HINT_LESS_BASES_TITLE,BASE ACTIVATION STRATEGY,STRATÉGIE D'ACTIVATION DE BASES
KEY_GEO_HINT_MATERIALS_DESC,"You are low on MATERIALS which is the most commonly needed resource. Here are some suggestions to relieve your shortage:

TRADE: Visit havens with the Materials resource symbol and trade Food or Tech for Materials.
STEAL: Visit a haven with the Materials resource symbol and conduct a STEAL RESOURCES mission. WARNING: This will antagonize the controlling faction.
SCAVENGE: Explore and locate more scavenging sites.
SCRAP: You can scrap items, or demolish base facilities to recover Materials.
REWARDS: Haven defence missions will get you Materials, but greater amounts from havens with FACTORY zones, or NEW JERICHO havens.","Vous avez peu de MATÉRIAUX – c'est la ressource la plus utilisée. Voici quelques suggestions pour y remédier :
 
 L'ÉCHANGE : visitez les refuges avec le symbole de ressources Matériaux et échangez des vivres ou des technologies contre des matériaux.
 LE VOL : visitez un refuge avec le symbole de ressources Matériaux et effectuez une mission VOL DE RESSOURCES. AVERTISSEMENT : vous vous mettrez à dos la faction qui les contrôle.
 LA RÉCUPÉRATION : explorez et trouvez plus de sites de ressources.
 LE RECYCLAGE : vous pouvez recycler des objets ou démolir les bâtiments d'une base pour en récupérer les matériaux.
LES RÉCOMPENSES : les missions de défense de refuges vous rapporteront des matériaux, mais vous en obtiendrez plus de refuges dotés D'USINES ou de refuges de la NOUVELLE-JÉRICHO."
KEY_GEO_HINT_MATERIALS_TITLE,MATERIALS SHORTAGE,PÉNURIE DE MATÉRIAUX
KEY_GEO_HINT_MORE_AIRCRAFT_DESC,"In order to improve the reach and effectiveness of the Phoenix organisation you will need more aircraft. An aircraft with a small squad or vehicle can be used to explore. Having two or more full combat squads in different continents will improve your abilitiy to take on missions. You have two ways to get more aircraft:

BUILD: Building an aircraft is slow, so this is best done when you have 3 or more Fabrication Plants across your bases, and plenty of resources.

STEAL: The quickest way to get another aircraft is to steal it. You need a squad at the same location as another faction's aircraft. Then you can select the STEAL AIRCRAFT mission from the site menu, or the haven info screen. This will antagonize the faction owning the aircraft.","Afin d'améliorer la portée et l'efficacité de l'organisation Phoenix, il vous faudra plus de vaisseaux. Un vaisseau avec une petite escouade ou un véhicule peuvent servir à explorer. Posséder au moins deux escouades de combat complètes sur différents continents améliorera votre capacité à accepter des missions. Vous avez deux options pour obtenir plus de vaisseaux :
 
 LA CONSTRUCTION : construire un vaisseau prend du temps, c'est donc préférable d'entreprendre cette activité lorsque vous avez au moins 3 usines de fabrication dans vos bases et beaucoup de ressources.
 
 LE VOL : le moyen le plus rapide d'obtenir un vaisseau est de le voler. Vous aurez besoin d'une escouade au même endroit que le vaisseau d'une autre faction. Vous pouvez sélectionner la mission VOL DE VAISSEAU dans le menu du site ou sur l'écran d'informations du refuge. Vous vous mettrez à dos la faction à laquelle appartient le vaisseau."
KEY_GEO_HINT_MORE_AIRCRAFT_TITLE,ACQUIRE MORE AIRCRAFT,ACQUÉRIR PLUS DE VAISSEAUX
KEY_GEO_HINT_MORE_BASES_DESC,"You should consider activating another Phoenix base as soon as possible. Activate one near another mist outbreak, and make sure you build or repair a satellite uplink so you can scan areas covered by mist. This will locate havens potentially threatened by Pandoran attack.

Another consideration is to activate bases with valuable facilities - especially research labs.","Vous devriez envisager d'activer une autre base Phoenix dès que possible. Activez-en une près d'une autre incursion de brume et assurez-vous de construire ou réparer un relais satellite pour pouvoir balayer les zones couvertes de brume. Ceci vous permettra de détecter les refuges potentiellement menacés par une attaque pandorienne.
 
 Alternativement, envisagez d'activer des bases qui ont des installations utiles, en particulier des laboratoires de recherche."
KEY_GEO_HINT_MORE_BASES_TITLE,ACTIVATE A PHOENIX BASE,ACTIVER UNE BASE PHOENIX
KEY_GEO_HINT_MORE_FABS_DESC,"Fabrication plants are important for building equipment and vehicles. The more you have, the quicker you will be able to produce things.

A quick way to gain more fabrication plants is to activate a Phoenix base containing one. Make sure it is repaired if needed, and fully powered.","Les usines de fabrication sont importantes pour fabriquer de l'équipement et des véhicules. Plus vous en avez, plus vous pouvez produire rapidement.

 Pour acquérir plus d'usines rapidement, activez une base Phoenix qui en compte déjà une. Assurez-vous qu'elle soit réparée si nécessaire et totalement alimentée."
KEY_GEO_HINT_MORE_FABS_TITLE,BUILD MORE FABRICATION PLANTS,CONSTRUIRE PLUS D'USINES DE FABRICATION
KEY_GEO_HINT_MORE_LABS_DESC,"Research is critical for developing your forces and finding a solution for defeating the Pandoran menace permanently. The more labs you have, the faster research will be completed.

A quick way to gain more research labs is to activate a Phoenix base with a research lab. Make sure it is repaired if needed, and fully powered.","La recherche est essentielle pour améliorer vos forces et trouver des solutions visant à éliminer la menace pandorienne pour de bon. Plus vous avez de laboratoires, plus les recherches sont effectuées rapidement.

 Pour acquérir plus de laboratoires rapidement, activez une base Phoenix qui en compte déjà un. Assurez-vous qu'il soit réparé si nécessaire et totalement alimenté."
KEY_GEO_HINT_MORE_LABS_TITLE,BUILD MORE RESEARCH LABS,CONSTRUIRE PLUS DE LABOS DE RECHERCHE
KEY_GEO_HINT_MUTATION_LAB_BUILT_DESCRIPTION,"The construction of your Mutation Lab is complete. You will now be able to MUTATE SOLDIERS, replacing their natural limbs with ones enhanced by Pandoravirus mutation.


To Mutate a soldier, navigate to the PERSONNEL tab, select EDIT UNIT and then select MUTATE.","La construction de votre labo de mutation est terminée. Vous pourrez maintenant MUTER LES SOLDATS, en remplaçant des parties de leur corps par des mutations optimisées de Pandoravirus.
 
 Pour effectuer une mutation, accédez à l'onglet PERSONNEL, sélectionnez MODIFIER L'UNITÉ, puis MUTER."
KEY_GEO_HINT_MUTATION_LAB_BUILT_NAME,MUTATION NOW AVAILABLE,MUTATION DISPONIBLE
KEY_GEO_HINT_MUTATION_SCREEN_DESCRIPTION,"You are about to mutate your first soldier. A character can only have UP TO 2 BODY PARTS altered this way.

Once a mutation is applied, the operative won't be able to revert back to their natural limbs. However, mutated body parts CAN BE SWAPPED with different mutation variants.

The :PRIEST: PRIEST soldier class has access to UNIQUE HEAD MUTATIONS greatly enhancing their powers.","Vous êtes sur le point d'effectuer votre première mutation. Un personnage ne peut avoir que 2 PARTIES DU CORPS modifiées de cette façon.
 
Une fois une mutation appliquée, le soldat ne pourra pas récupérer les parties naturelles de son corps. Cependant, il est POSSIBLE D'ÉCHANGER différentes mutations.
 
 La classe de soldat PRÊTRE :PRIEST: a accès à des MUTATIONS DE TÊTE EXCLUSIVES qui augmentent considérablement ses capacités."
KEY_GEO_HINT_MUTATION_SCREEN_NAME,MUTATING A SOLDIER,MUTATION DE SOLDAT
KEY_GEO_HINT_NO_WEAPON_NOTIFICATION_DESCRIPTION,"An operative inside an aircaft has :NOWEAPON: NO WEAPONS IN ANY READY SLOT.

It is best to equip them with at least one weapon and other useful items such as ammo, grenades, or medkits before deploying them for their next mission.

The operative will be able to equip items found on the battlefield or carried in friendly soldiers' inventories.","Un agent dans un vaisseau n'a PAS D'ARME :NOWEAPON: DANS UN EMPLACEMENT D'OBJET PRÊT.
 
 Il est préférable de l'équiper d'au moins une arme et d'autres objets utiles comme des munitions, des grenades ou des médikits avant de l'envoyer à sa prochaine mission.
 
 L'agent pourra équiper les objets trouvés sur le champ de bataille ou transportés dans les inventaires de soldats alliés."
KEY_GEO_HINT_NO_WEAPON_NOTIFICATION_NAME,EMPTY READY SLOTS,EMPLACEMENTS D'OBJETS PRÊTS VIDES
KEY_GEO_HINT_PHOENIX_PATH_DESC,"Be warned - if you complete this research then only the Phoenix solution will be available to you. All endings provided by allied factions will be locked out. You have a chance to change your mind by cancelling this research. If you are sure that the Phoenix way is best, then continue.","Sachez que si vous terminez cette recherche, seule la solution Phoenix sera à votre disposition. Toutes les fins fournies par les factions alliées seront verrouillées. Vous aurez la possibilité de changer d'avis en annulant cette recherche. Si vous avez la certitude que la voie de Phoenix est la meilleure, veuillez continuer."
KEY_GEO_HINT_PHOENIX_PATH_TITLE,PATH OF THE PHOENIX,VOIE DE PHOENIX
KEY_GEO_HINT_PHOENIX_QUEST_LINE_DESCRIPTION,"All critical Phoenix objectives are marked with the Phoenix Point symbol (:PXQUEST:) in the Objectives panel.

Completing these objectives will bring you closer to solving the Pandoravirus crisis.

Taking this course is NOT THE ONLY PATH TO VICTORY.","Tous les objectifs critiques de Phoenix sont marqués d'un symbole Phoenix Point (:PXQUEST:) dans le volet Objectifs.
 
 Terminer ces objectifs vous fera avancer vers une solution à cette crise du Pandoravirus.
 
 Suivre cette voie N'EST PAS LA SEULE POSSIBILITÉ DE RÉUSSITE."
KEY_GEO_HINT_PHOENIX_QUEST_LINE_NAME,THE PHOENIX PATH,LA VOIE DE PHOENIX
KEY_GEO_HINT_PROCESSING_DESC,Exotic resources are worthless unless refined by the correct processing site. You will need to conquer both the processing site and matching resource sites.,Les ressources exotiques sont inutiles à moins de les raffiner sur le bon site de traitement. Vous devrez conquérir le site de traitement et les sites de ressources correspondants.
KEY_GEO_HINT_PROCESSING_TITLE,PROCESSING,TRAITEMENT
KEY_GEO_HINT_STARVATION_DESC,"Most havens will be suffering from some degree of starvation, which will reduce the population meter over time. Food production is usually insufficient, and a small proportion of underfed populations will starve each day.

The starvation rate is dramatically increased if the haven is within a Pandoran mist zone, because scavenging for food becomes more hazardous.","La majorité des refuges souffriront d'un certain degré de famine, qui réduira la jauge de population avec le temps. La production alimentaire sera généralement insuffisante et une petite proportion des populations sous-alimentées mourra de faim chaque jour.
 
 Le taux de famine augmente considérablement si le refuge se trouve dans une zone de brume pandorienne, car il devient dangereux d'y chercher des vivres."
KEY_GEO_HINT_STARVATION_TITLE,STARVATION,FAMINE
KEY_GEO_HINT_TECH_DESC,"You are low on TECH which is the rarest resource to find. Here are some suggestions to relieve your shortage:

TRADE: Visit havens with the Tech resource symbol and trade Food or Materials for Tech.
STEAL: Visit a haven with the Tech resource symbol and conduct a STEAL RESOURCES mission. WARNING: This will antagonize the controlling faction.
SCAVENGE: Explore and locate more scavenging sites.
SCRAP: You can scrap items, or demolish base facilities to recover Tech resources.
REWARDS: Haven defence missions will get you Tech, but greater amounts from havens with RESEARCH zones, or SYNEDRION havens.","Vous avez peu de TECHNOLOGIES – c'est la ressource la plus rare. Voici quelques suggestions pour y remédier :
 
 L'ÉCHANGE : visitez les refuges avec le symbole de ressources Technologie et échangez des vivres ou des matériaux contre des technologies.
 LE VOL : visitez un refuge avec le symbole de ressources Technologie et effectuez une mission VOL DE RESSOURCES. AVERTISSEMENT : vous vous mettrez à dos la faction qui les contrôle.
 LA RÉCUPÉRATION : explorez et trouvez plus de sites de ressources.
 LE RECYCLAGE : vous pouvez recycler des objets ou démolir les bâtiments d'une base pour en récupérer les ressources technologiques.
LES RÉCOMPENSES : les missions de défense de refuges vous rapporteront des technologies, mais vous en obtiendrez plus dans les refuges dotés de zones de RECHERCHE ou de refuges du SYNÉDRION."
KEY_GEO_HINT_TECH_TITLE,TECH SHORTAGE,PÉNURIE DE TECHNOLOGIES
