Key,English,French
KEY_CONTROLS_INPUT_PC_7,7,7
KEY_CONTROLS_INPUT_PC_8,8,8
KEY_CONTROLS_INPUT_PC_9,9,9
KEY_CONTROLS_INPUT_PC_A,A,A
KEY_CONTROLS_INPUT_PC_ALT_LEFT,LEFT ALT,ALT GAUCHE
KEY_CONTROLS_INPUT_PC_ALT_RIGHT,RIGHT ALT,ALT DROIT
KEY_CONTROLS_INPUT_PC_APOSTROPHE,',n^2
KEY_CONTROLS_INPUT_PC_ARROW_DOWN,↓,↓
KEY_CONTROLS_INPUT_PC_ARROW_LEFT,←,←
KEY_CONTROLS_INPUT_PC_ARROW_RIGHT,→,→
KEY_CONTROLS_INPUT_PC_ARROW_UP,↑,↑
KEY_CONTROLS_INPUT_PC_B,B,B
KEY_CONTROLS_INPUT_PC_BACKSLASH,BACKSLASH,BARRE OBLIQUE INVERSÉE
KEY_CONTROLS_INPUT_PC_BACKSPACE,BACKSPACE,RETOUR EN ARRIÈRE
KEY_CONTROLS_INPUT_PC_BACKSPACE_SHORT,BCS,BCS
KEY_CONTROLS_INPUT_PC_BACK_QUOTE,BACK QUOTE,ACCENT GRAVE
KEY_CONTROLS_INPUT_PC_BACK_QUOTE_SHORT,`,ù
KEY_CONTROLS_INPUT_PC_C,C,C
KEY_CONTROLS_INPUT_PC_CAPS_LOCK,CAPS LOCK,VERR. MAJ
KEY_CONTROLS_INPUT_PC_CLOSED_BRACKET,],$
KEY_CONTROLS_INPUT_PC_COMMA,",",","
KEY_CONTROLS_INPUT_PC_CTRL_LEFT,LEFT CTRL + {0},CTRL GAUCHE + {0}
KEY_CONTROLS_INPUT_PC_CTRL_LEFT_SHORT,LC+{0},CG+{0}
KEY_CONTROLS_INPUT_PC_CTRL_RIGHT,RIGHT CTRL + {0},CTRL DROIT + {0}
KEY_CONTROLS_INPUT_PC_CTRL_RIGHT_SHORT,RC+{0},CD+{0}
KEY_CONTROLS_INPUT_PC_D,D,D
KEY_CONTROLS_INPUT_PC_DASH,DASH,COURSE
KEY_CONTROLS_INPUT_PC_DASH_SHORT,,
KEY_CONTROLS_INPUT_PC_DOT,.,.
KEY_CONTROLS_INPUT_PC_E,E,E
KEY_CONTROLS_INPUT_PC_END,END,FINIR
KEY_CONTROLS_INPUT_PC_ENTER,ENTER,ENTRÉE
KEY_CONTROLS_INPUT_PC_EQUALS," ="," ="
KEY_CONTROLS_INPUT_PC_ESCAPE,ESCAPE,ÉCHAP.
KEY_CONTROLS_INPUT_PC_ESCAPE_SHORT,ESC,ÉCHAP
KEY_CONTROLS_INPUT_PC_F,F,F
KEY_CONTROLS_INPUT_PC_F1,F1,F1
KEY_CONTROLS_INPUT_PC_F10,F10,F10
KEY_CONTROLS_INPUT_PC_F11,F11,F11
KEY_CONTROLS_INPUT_PC_F12,F12,F12
KEY_CONTROLS_INPUT_PC_F2,F2,F2
KEY_CONTROLS_INPUT_PC_F3,F3,F3
KEY_CONTROLS_INPUT_PC_F4,F4,F4
KEY_CONTROLS_INPUT_PC_F5,F5,F5
KEY_CONTROLS_INPUT_PC_F6,F6,F6
KEY_CONTROLS_INPUT_PC_F7,F7,F7
KEY_CONTROLS_INPUT_PC_F8,F8,F8
KEY_CONTROLS_INPUT_PC_F9,F9,F9
KEY_CONTROLS_INPUT_PC_FORWARD_BACKSLASH_SHORT,\,*
KEY_CONTROLS_INPUT_PC_FORWARD_SLASH,FORWARD SLASH,BARRE OBLIQUE
KEY_CONTROLS_INPUT_PC_FORWARD_SLASH_SHORT,/,/
KEY_CONTROLS_INPUT_PC_G,G,G
KEY_CONTROLS_INPUT_PC_H,H,H
KEY_CONTROLS_INPUT_PC_I,I,I
KEY_CONTROLS_INPUT_PC_J,J,J
KEY_CONTROLS_INPUT_PC_K,K,K
KEY_CONTROLS_INPUT_PC_L,L,L
KEY_CONTROLS_INPUT_PC_M,M,M
KEY_CONTROLS_INPUT_PC_MOUSE_SCROLL,MOUSE SCROLL,MOLETTE DE LA SOURIS
KEY_CONTROLS_INPUT_PC_MOUSE_THUMB_BACKWARD,MOUSE BUTTON 4,BOUTON DE SOURIS 4
KEY_CONTROLS_INPUT_PC_MOUSE_THUMB_FORWARD,MOUSE BUTTON 3,BOUTON DE SOURIS 3
KEY_CONTROLS_INPUT_PC_N,N,N
KEY_CONTROLS_INPUT_PC_NUM_0,NUM0,NUM0
KEY_CONTROLS_INPUT_PC_NUM_1,NUM1,NUM1
KEY_CONTROLS_INPUT_PC_NUM_2,NUM2,NUM2
KEY_CONTROLS_INPUT_PC_NUM_3,NUM3,NUM3
KEY_CONTROLS_INPUT_PC_NUM_4,NUM4,NUM4
KEY_CONTROLS_INPUT_PC_NUM_5,NUM5,NUM5
KEY_CONTROLS_INPUT_PC_NUM_6,NUM6,NUM6
KEY_CONTROLS_INPUT_PC_NUM_7,NUM7,NUM7
KEY_CONTROLS_INPUT_PC_NUM_8,NUM8,NUM8
KEY_CONTROLS_INPUT_PC_NUM_9,NUM9,NUM9
KEY_CONTROLS_INPUT_PC_NUM_ASTERISK,NUM *,* NUM.
KEY_CONTROLS_INPUT_PC_NUM_DEL,NUM DEL,SUPPR. NUM.
KEY_CONTROLS_INPUT_PC_NUM_ENTER,NUM ENTER,ENTRÉE NUM.
KEY_CONTROLS_INPUT_PC_NUM_FORWARD_SLASH,NUM FORWARD SLASH,BARRE OBLIQUE NUM.
KEY_CONTROLS_INPUT_PC_NUM_FORWARD_SLASH_SHORT,NUM /,/ NUM.
KEY_CONTROLS_INPUT_PC_NUM_MINUS,—,
KEY_CONTROLS_INPUT_PC_NUM_PLUS,+,+
KEY_CONTROLS_INPUT_PC_O,O,O
KEY_CONTROLS_INPUT_PC_OPEN_BRACKET,[,^
KEY_CONTROLS_INPUT_PC_P,P,P
KEY_CONTROLS_INPUT_PC_PAGE_DOWN,PAGE DOWN,PAGE BAS
KEY_CONTROLS_INPUT_PC_PAGE_UP,PAGE UP,PAGE HAUT
KEY_CONTROLS_INPUT_PC_Q,Q,Q
KEY_CONTROLS_INPUT_PC_R,R,R
KEY_CONTROLS_INPUT_PC_S,S,S
KEY_CONTROLS_INPUT_PC_SEMICOLON,;,;
KEY_CONTROLS_INPUT_PC_SHIFT_LEFT,LEFT SHIFT + {0},MAJ GAUCHE +{0}
KEY_CONTROLS_INPUT_PC_SHIFT_LEFT_SHORT,LS+{0},MG+{0}
KEY_CONTROLS_INPUT_PC_SHIFT_RIGHT,RIGHT SHIFT + {0},MAJ DROIT +{0}
KEY_CONTROLS_INPUT_PC_SHIFT_RIGHT_SHORT,RS+{0},MD+{0}
KEY_CONTROLS_INPUT_PC_SPC,SPACEBAR,ESPACE
KEY_CONTROLS_INPUT_PC_SPC_SHORT,SPC,ESP
KEY_CONTROLS_INPUT_PC_T,T,T
KEY_CONTROLS_INPUT_PC_TAB,TAB,TAB
KEY_CONTROLS_INPUT_PC_U,U,U
KEY_CONTROLS_INPUT_PC_V,V,V
KEY_CONTROLS_INPUT_PC_W,W,W
KEY_CONTROLS_INPUT_PC_X,X,X
KEY_CONTROLS_INPUT_PC_Y,Y,Y
KEY_CONTROLS_INPUT_PC_Z,Z,Z
KEY_CONTROLS_PRESS_TO_REBIND,Press any bindable key,Appuyez sur une touche non configurée
KEY_CONTROLS_TACTICAL_A,"SELECT
ACCEPT","SÉLECTIONNER
ACCEPTER"
KEY_CONTROLS_TACTICAL_B,"BACK / CANCEL
STANDBY MODE","RETOUR/ANNULER
MODE STAND-BY"
KEY_CONTROLS_TACTICAL_BACK,OPEN GAME MENU,OUVRIR LE MENU DU JEU
KEY_CONTROLS_TACTICAL_DPAD_DOWN,ZOOM OUT,RÉDUIRE
KEY_CONTROLS_TACTICAL_DPAD_LEFT,"INVENTORY
SELECT ACTION LEFT","INVENTAIRE
 SÉLECTIONNER ACTION GAUCHE"
KEY_CONTROLS_TACTICAL_DPAD_RIGHT,"UNIT INFO
SELECT ACTION RIGHT","INFOS UNITÉ 
 SÉLECTIONNER ACTION DROITE"
KEY_CONTROLS_TACTICAL_DPAD_UP,ZOOM IN,AGRANDIR
KEY_CONTROLS_TACTICAL_LB,"PREVIOUS SOLDIER 
PREVIOUS TARGET","SOLDAT PRÉCÉDENT
 CIBLE PRÉCÉDENTE"
KEY_CONTROLS_TACTICAL_LT,FIRST ABILITY TO THE LEFT,PREMIÈRE CAPACITÉ À GAUCHE
KEY_CONTROLS_TACTICAL_LTHUMB,"MOVE MOVEMENT MARKER
FREE AIM CROSHAIR","DÉPLACER MARQUEUR DE DÉPLACEMENT
 DÉPLACER POINTEUR DE VISÉE LIBRE"
KEY_CONTROLS_TACTICAL_LTHUMB_PRESS,MOVE CAMERA TOGGLE,DÉPLACEMENT CAMÉRA
KEY_CONTROLS_TACTICAL_PC_123_DESCRIPTION,SELECT READY ITEM,SÉLECTIONNER UN OBJET PRÊT
KEY_CONTROLS_TACTICAL_PC_123_NAME,"1,2,3,4","1,2,3,4"
KEY_CONTROLS_TACTICAL_PC_ARROW_DOWN_DESCRIPTION,MOVE SELECT MARKER DOWN,MARQUEUR DE SÉLECTION VERS LE BAS
KEY_CONTROLS_TACTICAL_PC_ARROW_DOWN_NAME,DOWN ARROW,FLÈCHE BAS
KEY_CONTROLS_TACTICAL_PC_ARROW_LEFT_DESCRIPTION,MOVE SELECT MARKER LEFT,MARQUEUR DE SÉLECTION VERS LA GAUCHE
KEY_CONTROLS_TACTICAL_PC_ARROW_LEFT_NAME,LEFT ARROW,FLÈCHE GAUCHE
KEY_CONTROLS_TACTICAL_PC_ARROW_RIGHT_DESCRIPTION,MOVE SELECT MARKER RIGHT,MARQUEUR DE SÉLECTION VERS LA DROITE
KEY_CONTROLS_TACTICAL_PC_ARROW_RIGHT_NAME,RIGHT ARROW,FLÈCHE DROITE
KEY_CONTROLS_TACTICAL_PC_ARROW_UP_DESCRIPTION,MOVE SELECT MARKER UP,MARQUEUR DE SÉLECTION VERS LE HAUT
KEY_CONTROLS_TACTICAL_PC_ARROW_UP_NAME,UP ARROW,FLÈCHE HAUT
KEY_CONTROLS_TACTICAL_PC_A_DESCRIPTION,MOVE SELECT MARKER LEFT,MARQUEUR DE SÉLECTION VERS LA GAUCHE
KEY_CONTROLS_TACTICAL_PC_A_NAME,A,Q
KEY_CONTROLS_TACTICAL_PC_BK_DESCRIPTION,END TURN,TERMINER LE TOUR
KEY_CONTROLS_TACTICAL_PC_BK_NAME,BACKSPACE,RETOUR ARRIÈRE
KEY_CONTROLS_TACTICAL_PC_D_DESCRIPTION,MOVE SELECT MARKER RIGHT,MARQUEUR DE SÉLECTION VERS LA DROITE
KEY_CONTROLS_TACTICAL_PC_D_NAME,D,D
KEY_CONTROLS_TACTICAL_PC_ESC_DESCRIPTION,CANCEL / OPEN GAME MENU,ANNULER/OUVRIR LE MENU DU JEU
KEY_CONTROLS_TACTICAL_PC_ESC_NAME,ESC,ÉCHAP.
KEY_CONTROLS_TACTICAL_PC_E_DESCRIPTION,ROTATE CAMERA CLOCKWISE,PIVOTER CAMÉRA VERS LA DROITE
KEY_CONTROLS_TACTICAL_PC_E_NAME,E,E
KEY_CONTROLS_TACTICAL_PC_F_DESCRIPTION,ENTER SHOOT MODE / SHOOT,ENTRER EN MODE DE TIR/TIRER
KEY_CONTROLS_TACTICAL_PC_F_NAME,F,F
KEY_CONTROLS_TACTICAL_PC_G_DESCRIPTION,ZOOM OUT,RÉDUIRE
KEY_CONTROLS_TACTICAL_PC_G_NAME,G,G
KEY_CONTROLS_TACTICAL_PC_I_DESCRIPTION,OPEN INVENTORY,OUVRIR L'INVENTAIRE
KEY_CONTROLS_TACTICAL_PC_I_NAME,I,I
KEY_CONTROLS_TACTICAL_PC_MOUSE_LK_DESCRIPTION,PERFORM ACTION,EFFECTUER UNE ACTION
KEY_CONTROLS_TACTICAL_PC_MOUSE_LK_HOLD_DESCRIPTION,CHANGE CAMERA LOCATION,CHANGER L'EMPLACEMENT DE LA CAMÉRA
KEY_CONTROLS_TACTICAL_PC_MOUSE_LK_HOLD_NAME,LEFT MOUSE BUTTON + DRAG,BOUTON GAUCHE DE SOURIS + GLISSER
KEY_CONTROLS_TACTICAL_PC_MOUSE_LK_NAME,LEFT MOUSE BUTTON,BOUTON GAUCHE DE SOURIS
KEY_CONTROLS_TACTICAL_PC_MOUSE_RK_DESCRIPTION,QUICK MOVE TO LOCATION,DÉPLACEMENT RAPIDE À L'EMPLACEMENT
KEY_CONTROLS_TACTICAL_PC_MOUSE_RK_NAME,RIGHT MOUSE BUTTON,BOUTON DROIT DE SOURIS
KEY_CONTROLS_TACTICAL_PC_MOUSE_WHEEL_DESCRIPTION,ZOOM OUT,RÉDUIRE
KEY_CONTROLS_TACTICAL_PC_MOUSE_WHEEL_NAME,MOUSE WHEEL,MOLLETTE DE SOURIS
KEY_CONTROLS_TACTICAL_PC_MOUSE_WHEEL_SCROLL_DESCRIPTION,MOVE FLOOR LEVEL FOCUS,DÉPLACER PLAN ÉTAGE
KEY_CONTROLS_TACTICAL_PC_MOUSE_WHEEL_SCROLL_NAME,MOUSE WHEEL SCROLL,MOLLETTE DE SOURIS DÉFILEMENT
KEY_CONTROLS_TACTICAL_PC_Q_DESCRIPTION,ROTATE CAMERA COUNTERCLOCKWISE,PIVOTER CAMÉRA VERS LA GAUCHE
KEY_CONTROLS_TACTICAL_PC_Q_NAME,Q,Q
KEY_CONTROLS_TACTICAL_PC_R_DESCRIPTION,RELOAD,RECHARGER
KEY_CONTROLS_TACTICAL_PC_R_NAME,R,R
KEY_CONTROLS_TACTICAL_PC_SPC_DESCRIPTION,ENTER STANDBY MODE / CONFIRM ACTION / SHOOT,ENTRER EN MODE STAND-BY/CONFIRMER ACTION/TIRER
KEY_CONTROLS_TACTICAL_PC_SPC_NAME,SPACEBAR,BARRE D'ESPACE
KEY_CONTROLS_TACTICAL_PC_S_DESCRIPTION,MOVE SELECT MARKER DOWN,MARQUEUR DE SÉLECTION VERS LE BAS
KEY_CONTROLS_TACTICAL_PC_S_NAME,S,S
KEY_CONTROLS_TACTICAL_PC_TAB_DESCRIPTION,NEXT SOLDIER / TARGET,SOLDAT/CIBLE SUIVANT(E)
KEY_CONTROLS_TACTICAL_PC_TAB_NAME,TAB,TAB
KEY_CONTROLS_TACTICAL_PC_T_DESCRIPTION,ZOOM IN,AGRANDIR
KEY_CONTROLS_TACTICAL_PC_T_NAME,T,T
KEY_CONTROLS_TACTICAL_PC_W_DESCRIPTION,MOVE SELECT MARKER UP,MARQUEUR DE SÉLECTION VERS LE HAUT
KEY_CONTROLS_TACTICAL_PC_W_NAME,W,Z
KEY_CONTROLS_TACTICAL_PC_X_DESCRIPTION,NEXT READY WEAPON / ITEM,ARME OU OBJET PRÊT SUIVANT
KEY_CONTROLS_TACTICAL_PC_X_NAME,X,X
KEY_CONTROLS_TACTICAL_PC_Y_DESCRIPTION,ENTER OVERWATCH,ENTRER EN MODE VIGILANCE
KEY_CONTROLS_TACTICAL_PC_Y_NAME,Y,Y
KEY_CONTROLS_TACTICAL_RB,"NEXT SOLDIER
NEXT TARGET","SOLDAT SUIVANT
 CIBLE SUIVANTE"
