Key,English,French
SDI_04_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_04_TEXT_GENERAL_0,"We have received multiple reports of flocks of birds flying in strange, repeating spiral patterns. They persist in doing so until death from exhaustion or malnutrition. Unfortunately, we have been unable to locate a specimen to examine, so we cannot determine whether this anomalous behavior is the result of Pandoravirus infection or not.","On nous a signalé à plusieurs reprises l'existence de groupes d'oiseaux volant de façon étrange. Selon les dires, ces derniers décriraient des spirales jusqu'à mourir de fatigue ou de malnutrition. Malheureusement, nous n'avons pas pu localiser un spécimen que nous pourrions examiner, il nous est donc impossible de déterminer si ce comportement anormal est le résultat d'une infection due au Pandoravirus."
SDI_04_TITLE,The Falcon Cannot Hear the Falconer,Le faucon n'entend plus le fauconnier
SDI_05_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_05_TEXT_GENERAL_0,"We have received an unconfirmed report of someone dying during a potentially ODI-related recurring nightmare. The individual in question had supposedly reported that with each repetition of the dream, they came closer to the gates of a tomb in a vast dead city under a black sky. It's hard to judge what exactly this means without more evidence.","Selon un rapport non confirmé, quelqu'un serait décédé durant un cauchemar potentiellement lié à l'IDO. L'individu en question avait soi-disant signalé que dans chacun de ses rêves, il s'approchait un peu plus des portes d'un tombeau dans une vaste cité morte, sous un ciel noir. Sans plus de preuves, il sera difficile d'y attribuer un sens."
SDI_05_TITLE,Things Fall Apart,Tout se disloque
SDI_06_CHOICE_0_OUTCOME_GENERAL,"For now these problems can be dealt with easily enough, but if they keep getting worse, the effects could be disastrous. Human beings need sleep as much as they need food or water.","Pour l'instant, ces problèmes sont assez simples à régler, mais s'ils continuent à empirer, les effets pourraient être désastreux. Les humains ont tout autant besoin de sommeil que de nourriture et d'eau."
SDI_06_CHOICE_0_TEXT,Continue.,Continuer.
SDI_06_TEXT_GENERAL_0,"More and more of our operatives are reporting distressing nightmares, and some appear to be experiencing symptoms similar to night terrors. This is consistent with reports from havens around the world.","De plus en plus de nos agents rapportent avoir des cauchemars troublants, et les symptômes de certains d'entre eux s'apparentent à des terreurs nocturnes. Ces rapports correspondent à ceux que nous avons reçus de la part de refuges du monde entier."
SDI_06_TITLE,The Centre Cannot Hold,Le centre ne peut tenir
SDI_07_TEXT_GENERAL_0,"According to a rumor, a man in a Synedrion haven killed several people while hallucinating that he was being pulled into a tomb by the ghoulish creatures that had been haunting his dreams for several weeks. There is a similar rumor about a woman in a New Jericho haven killing her family. It's not clear whether these are two similar incidents, or whether both rumors are based on the same event. What's certain is that reports of visual and auditory hallucinations are increasing.","Selon une rumeur, un homme venant d'un refuge du Synédrion aurait tué plusieurs personnes alors qu'il était en proie à des hallucinations durant lesquelles des créatures macabres l'entraînaient à l'intérieur d'un tombeau. Ces dernières avaient hanté ses rêves pendant plusieurs semaines. Une rumeur similaire court à propos d'une femme venant d'un refuge de la Nouvelle-Jéricho, qui aurait tué sa famille. Il est difficile de savoir si ces deux incidents sont similaires, ou si les rumeurs sont basées sur le même événement. Mais une chose est sûre : on rapporte de plus en plus d'hallucinations visuelles et auditives."
SDI_07_TITLE,Mere Anarchy,L'anarchie se déchaîne
SDI_08_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_08_TEXT_GENERAL_0,"The remains of a New Jericho squad have been found in the wilderness. It would appear that one of the soldiers killed the others in their sleep, gutted them, and arranged their entrails in an elaborate spiral pattern. He then sat in the middle of the pattern until, as far as we can tell, he starved to death.","Les restes d'une escouade de la Nouvelle-Jéricho ont été retrouvés en pleine nature. Il semblerait que l'un des soldats ait tué les autres dans leur sommeil, les ait éviscérés, puis disposé leurs entrailles en décrivant un motif complexe en spirale. Il s'est ensuite assis au milieu jusqu'à, pour autant que nous puissions en juger, mourir de faim."
SDI_08_TITLE,The Blood-Dimmed Tide,Comme une mer noircie de sang
SDI_09_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_09_TEXT_GENERAL_0,"We now have a confirmed report of an individual dying during an ODI-related recurring nightmare. The victim, a 20-year-old woman in a Synedrion haven, was being monitored when the event occurred, and as per her wishes the collected data has been released to the public for study.

While the precise cause of death cannot be fully determined, there was a massive spike in unusual neural activity just before her brain suddenly shut down, almost as if she was being attacked.","Un rapport nous confirme désormais qu'un individu est décédé durant un cauchemar récurrent lié à l'IDO. La victime, une jeune femme de 20 ans originaire d'un refuge du Synédrion, était sous surveillance lorsque l'événement est survenu. Selon son souhait, les données recueillies ont été rendues publiques à des fins d'étude.

Bien que l'on ne puisse pas entièrement déterminer la cause précise du décès, un énorme pic d'activité a dénoté une activité neurale inhabituelle juste avant que son cerveau ne s'éteigne soudainement, presque comme si quelqu'un l'avait attaquée."
SDI_09_TITLE,The Ceremony of Innocence,Les saints élans de l'innocence
SDI_10_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_10_TEXT_GENERAL_0,"Many of our people are reporting feelings of depression and lethargy induced by their frequent nightmares. Sometimes it seems impossible that this war will ever end, or that humanity could win. It almost seems more realistic to just assume everything will go wrong and that any struggle is pointless.

But despite these feelings, all of them keep showing up for duty.","Beaucoup de nos habitants rapportent souffrir de sentiments de désespoir et de léthargie à cause de leurs cauchemars fréquents. Parfois, la fin de cette guerre paraît impossible, tout comme le triomphe de l'humanité. Il serait presque plus réaliste de s'attendre au pire et de se dire que lutter est inutile.

Mais malgré leurs sentiments, ils continuent tous de répondre présents."
SDI_10_TITLE,The Best Lack All Conviction,Les meilleurs ne croient plus à rien
SDI_11_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_11_TEXT_GENERAL_0,"We have received an unconfirmed report of a haven leader trying to poison his haven's water supply. If the report is correct, he mixed the poison out of several ingredients, knocked out a guard and picked a lock - while sleepwalking. Apparently, it took five people to subdue him, and one person was badly injured in the attempt. The man screamed and growled as he fought, but remembered nothing at all upon waking.

It seems the grip of oneiric delirium is becoming stronger, and the affected can even perform highly complex activities without waking up.","Selon un rapport non confirmé, le dirigeant d'un refuge aurait tenté d'empoisonner les réserves d'eau de son refuge. Si le rapport dit vrai, il aurait mélangé le poison à partir de plusieurs ingrédients, assommé un garde et crocheté un verrou pendant une crise de somnambulisme. Apparemment, il aurait fallu cinq personnes pour le maîtriser, et l'une d'entre elles aurait fini grièvement blessée. L'homme se serait mis à crier et à grogner alors qu'il se battait, et n'en aurait eu aucun souvenir à son réveil.

L'emprise du délire onirique semble être de plus en plus forte ; les personnes affectées peuvent effectuer des activités extrêmement complexes sans même avoir besoin de se réveiller."
SDI_11_TITLE,The Worst Are Full of Passionate Intensity,Les pires se gonflent de l'ardeur des passions mauvaises
SDI_12_CHOICE_0_OUTCOME_GENERAL,"Since individuals experiencing night terrors are in an altered state of mind and often incapable of recognizing their surroundings, but still capable of potentially dangerous motor activity, protocols have been established for dealing with such cases.","Puisque les individus souffrant de terreurs nocturnes entrent dans un état second et sont souvent incapables de reconnaître leur environnement, mais qu'ils sont toujours capables d'activités motrices potentiellement dangereuses, des protocoles ont été mis en place pour traiter de tels cas."
SDI_12_CHOICE_0_TEXT,These results cannot be ignored.,Nous ne pouvons pas ignorer ces résultats.
SDI_12_TEXT_GENERAL_0,"A recent internal survey has revealed that an alarming 45% of Phoenix Project personnel have reported symptoms resembling night terrors in the last month. These symptoms include disorientation, terror, tachycardia, and intense mydriasis, often accompanied by screaming.
","Selon un sondage récemment effectué en interne, un taux alarmant de 45 % du personnel du Projet Phoenix a rapporté des symptômes similaires à des terreurs nocturnes au cours du dernier mois. Les symptômes comprennent désorientation, terreur, tachycardie, et une intense mydriase, souvent accompagnée de hurlements."
SDI_12_TITLE,Revelation Is At Hand,"Quelque révélation, c'est pour bientôt"
SDI_13_CHOICE_0_OUTCOME_GENERAL,"Some also report a voice whispering for them to approach the tomb, while one individuals claims to have heard distant voices warning them to stay away from ""the King in Yellow.""","Certains rapportent également une voix leur chuchotant de s'approcher du tombeau, tandis qu'un individu prétend avoir entendu des voix lointaines lui disant de ne pas s'approcher du « Roi en jaune »."
SDI_13_CHOICE_0_TEXT,Continue.,Continuer.
SDI_13_TEXT_GENERAL_0,"Our operatives have reported unusually disturbing hallucinations of an abandoned, inhuman city. The details of each experience are different, but several share clear similarities in the architecture described, including a deep pit, green pyramids, and a cyclopean tomb that instils unbearable terror.","Nos agents ont rapporté souffrir d'hallucinations anormalement troublantes dans lesquelles ils aperçoivent une cité abandonnée et inhumaine. Les détails diffèrent entre les expériences, mais plusieurs partagent de nettes similitudes au niveau de l'architecture qui y est décrite, avec notamment une fosse profonde, des pyramides vertes et un tombeau cyclopéen qui insuffleraient une terreur innommable."
SDI_13_TITLE,Spiritus Mundi,Spiritus Mundi
SDI_14_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_14_TEXT_GENERAL_0,"The leader of a notorious band of raiders has surrendered to a haven, begging for forgiveness. He claims that he woke up in the middle of the night to find that his men had stripped naked and headed out into the desert. There, he says, they arranged themselves in a spiral and started scraping off each other's skin with jagged pieces of stone while repeatedly chanting a word that sounded like ""yoor-got"" or ""yoo-god"" until, one by one, they dropped dead.

The raider was so horrified by what he saw that he thought it was the judgement of God.","Le dirigeant d'un groupe de pillards notoire s'est rendu à un refuge, implorant son pardon. Il affirme s'être réveillé au beau milieu de la nuit et s'être aperçu que ses hommes s'étaient entièrement déshabillés et étaient partis en direction du désert. Là-bas, dit-il, ils se sont placés de façon à former une spirale et se sont mis à s'écorcher mutuellement la peau à l'aide de morceaux de pierre ébréchés, tout en entonnant un mot qui ressemblait à « yoor-got » ou « yoo-god » jusqu'à ce qu'ils tombent raides morts, un à un.

Le pillard était si horrifié par ce spectacle qu'il a pensé y voir le jugement de Dieu."
SDI_14_TITLE,Somewhere in the Sands of the Desert,Quelque part dans les sables du désert
SDI_15_CHOICE_0_OUTCOME_GENERAL,"We've developed a medication that can help with some of the more extreme cases, somewhat dulling the ODI effects, but of course that is only a response to the symptoms, not the root cause of the problem we are facing.","Nous avons développé un médicament qui peut venir en aide aux cas les plus extrêmes, en atténuant relativement les effets de l'IDO, mais il s'agit bien entendu seulement d'une réponse aux symptômes, et non pas à la cause profonde du problème auquel nous sommes confrontés."
SDI_15_CHOICE_0_TEXT,We need to help our people.,Nous devons aider les nôtres.
SDI_15_TEXT_GENERAL_0,"As the Oneiric Delirium Index increases, night terrors are becoming extremely frequent, often accompanied by sleepwalking and a strange babbling that resembles glossolalia. Many of the sufferers describe visions of a monstrous being with inhuman features that defy proper description. This being, slowly emerging from a colossal tomb in a ruined city, commands them to obey in a terrible, mind-annihilating voice.
","Au fur et à mesure que l'Indice de délire onirique augmente, les terreurs nocturnes deviennent extrêmement fréquentes, et s'accompagnent souvent de somnambulisme, ainsi que d'un étrange charabia qui s'apparente à de la glossolalie. De nombreux malades disent apercevoir dans leurs visions un être monstrueux aux traits indescriptibles. Cet être, émergeant lentement d'un tombeau colossal au cœur d'une cité en ruines, leur ordonne de lui obéir d'une voix terrible qui anéantit leur esprit."
SDI_15_TITLE,With Lion Body and the Head of a Man,Une forme avec corps de lion et tête d'homme
SDI_16_CHOICE_0_OUTCOME_GENERAL,"The medication will allow our operatives to keep going for a while, but it is imperative that we take decisive action to lower the ODI as quickly as possible.","Le médicament permettra à nos agents de tenir bon un peu plus longtemps, mais nous devons impérativement prendre des mesures décisives pour faire baisser l'IDO aussi rapidement que possible."
SDI_16_CHOICE_0_TEXT,Increase medication doses.,Augmenter le dosage du médicament.
SDI_16_TEXT_GENERAL_0,"A sudden mass hallucination, in which our operatives suddenly believed they were trapped in the ruins of an ancient city, has led to multiple injuries as the affected individuals desperately tried to escape. ""The terror we felt was like a wall,"" one of our operatives says. ""It was absolute. It was perfect. There was nothing you could do except run, get away at any cost. I've never felt anything like it, even on the battlefield. The thing that lives in that city... it's not like us. Fighting it is like trying to fight the tides.""
","Une soudaine hallucination collective, durant laquelle nos agents ont tout à coup cru être piégés dans les ruines d'une cité antique, a conduit à de multiples blessures alors que les individus affectés essayaient désespérément de s'échapper. « La terreur que nous avons ressentie était semblable à un mur, raconte l'un de nos agents, elle était absolue. Parfaite. Il n'y avait rien d'autre à faire que de courir, de s'enfuir à tout prix. Je n'ai jamais ressenti une chose pareille, même sur le champ de bataille. Cette chose qui vit dans cette cité... elle n'est pas comme nous. La combattre, c'est comme essayer de combattre la marée. »"
SDI_16_TITLE,Blank and Pitiless As the Sun,Nu et impitoyable comme le soleil
SDI_17_CHOICE_0_TEXT,Understood.,Bien compris.
SDI_17_TEXT_GENERAL_0,"Our medication seems to no longer be enough to stop the hallucinations. All that remains now is human will, and the hope that victory will bring an end to these waking nightmares.","Notre médicament ne semble plus être suffisant pour arrêter les hallucinations. La volonté humaine est maintenant tout ce qui reste, ainsi que l'espoir que cette victoire mettra un terme à ces cauchemars éveillés."
SDI_17_TITLE,A Rocking Cradle,Par un bruit de berceau
SDI_18_CHOICE_0_OUTCOME_GENERAL,"Our operatives are more dedicated to the task than ever, but the feeling of despair that increasingly hangs over the world is taking its toll.","Nos agents se dévouent à la tâche plus que jamais, mais le sentiment de désespoir qui pèse de plus en plus sur le monde commence à faire sentir ses effets."
SDI_18_CHOICE_0_TEXT,We have to keep fighting.,Nous devons continuer à nous battre.
SDI_18_TEXT_GENERAL_0,"Shocking reports are flooding in from havens all around the world. People are losing their minds, harming themselves and their friends, screaming about the king in the heavens whose commands they cannot bear.

It is difficult not to lose hope.","Des rapports choquants affluent des refuges du monde entier. Les gens perdent la tête, ils blessent à la fois leurs amis et eux-mêmes, et crient des paroles à propos d'un roi céleste dont les ordres leur sont insupportables.

Il est difficile de ne pas perdre espoir."
SDI_18_TITLE,What Rough Beast,Quelle bête brute
SDI_19_CHOICE_0_OUTCOME_GENERAL,"The Phoenix Project does not surrender. No matter how tired, our operatives will keep fighting to the end.","Le Projet Phoenix ne baissera jamais les bras. Peu importe la fatigue, nos agents continueront de se battre jusqu'au bout."
SDI_19_CHOICE_0_TEXT,We will not give up.,Nous n'abandonnerons pas.
SDI_19_TEXT_GENERAL_0,"The nightmares and hallucinations continue to spread. Many are convinced that the end times are upon us, and it's hard to say that they're wrong. Thousands have probably died, but the numbers are hard to guess as haven leaders struggle to keep things under control. The chaos is pushing the factions to the edge.","Les cauchemars et les hallucinations continuent de se propager. Beaucoup sont convaincus que la fin des temps est proche, et on peut difficilement dire qu'ils ont tort. Des milliers de personnes ont probablement péri, mais les chiffres sont durs à estimer étant donné que les dirigeants des refuges peinent à maîtriser la situation. Le chaos pousse les factions dans ses retranchements."
SDI_19_TITLE,Its Hour Come Round at Last,Revenue l'heure
SDI_20_CHOICE_0_TEXT,Iä! Iä! He is born again!,Iä ! Iä ! Il est ressuscité !
SDI_20_TEXT_GENERAL_0,"The long slumber of countless aeons has ended! He rises from his dark tomb in the stars, and all is consumed! As it was written, so it shall be. The triumph of Yuggoth shall echo forever!","Il s'est réveillé de son sommeil millénaire ! Il se lève de son sombre tombeau dans les étoiles, et tout est consumé ! Comme il était écrit, il en sera ainsi. Le triomphe de Yuggoth retentira à jamais !"
SDI_20_TITLE,Slouches Towards Bethlehem,Traîne la patte vers Bethléem
