Key,English,French
KEY_MISSION_RESCUE_SOLDIERS_BRIEFING_NAME,RESCUE SOLDIERS,SECOURIR LES SOLDATS
KEY_MISSION_RESCUE_SOLDIERS_DEFEAT_DESC,Your squad was wiped out,Votre escouade a été éliminée.
KEY_MISSION_RESCUE_SOLDIERS_DEFEAT_NAME,RESCUE FAILED,ÉCHEC DU SAUVETAGE
KEY_MISSION_RESCUE_SOLDIERS_VICTORY_DESC,All surviving soldiers and vehicles have been evacuated,Tous les soldats survivants et les véhicules ont été évacués.
KEY_MISSION_RESCUE_SOLDIERS_VICTORY_NAME,RESCUE MISSION OVER,MISSION DE SAUVETAGE TERMINÉE
KEY_OBJECTIVE_GET_SOLDIERS,RESCUE SOLDIERS: {0}/{1},SOLDATS SECOURUS : {0}/{1}
KEY_OBJECTIVE_GET_VEHICLE,RECOVER VEHICLE,RÉCUPÉRER LE VÉHICULE
KEY_OBJECTIVE_PICK_RESOURCES,RESOURCE PACKS COLLECTED: {0}/{1},PACKS DE RESSOURCES RÉCUPÉRÉS : {0}/{1}
KEY_OBJECTIVE_RECOVER_VEHICLE,#RECOVER VEHICLE,RÉCUPÉRER UN VÉHICULE
KEY_OBJECTIVE_RESCUE_ALLY,#RESCUE ALLIES: {0}/{1},ALLIÉS DE SECOURS: {0} / {1}
KEY_RESOURCE_FOOD_DESCRIPTION,Concentrated nutrient portions,Portions de nutriments concentrés
KEY_RESOURCE_FOOD_NAME,FOOD PACK,PACK DE VIVRES
KEY_RESOURCE_MATERIALS_DESCRIPTION,Construction materials,Matériaux de construction
KEY_RESOURCE_MATERIALS_NAME,MATERIAL PACK,PACK DE MATÉRIAUX
KEY_RESOURCE_MUTAGENS_DESCRIPTION,A capsule of active Pandoran mutagens.,Une capsule de mutagènes actifs de Pandoriens.
KEY_RESOURCE_MUTAGENS_NAME,MUTAGEN PACK,PACK DE MUTAGÈNES
KEY_RESOURCE_TECH_DESCRIPTION,High tech construction components,Composants de construction de haute technologie
KEY_RESOURCE_TECH_NAME,TECH PACK,PACK TECHNOLOGIQUE
KEY_SCARAB_TIRE_DESCRIPTION,Scarab caterpillar track,Chenille du scarabée
KEY_SCARAB_TIRE_NAME,TRACK,CHENILLE
KEY_STATUS_AI_CONTROLLED_DESCRIPTION,Reverted to autonomous AI control,Retour au contrôle autonome de l'IA
KEY_STATUS_AI_CONTROLLED_NAME,AUTONOMOUS,AUTONOME
KEY_STATUS_REPAIR_TIME,{0:f0}h to repair,{0:f0} h pour réparer
KEY_WARNING_CONTINUOUS_ATTACK,CONTINUOUS ATTACK,ATTAQUE CONTINUE
