Key,English,French
KEY_ITEM_CONTAINER,ITEM CONTAINER,CONTENEUR D'OBJETS
KEY_ITEM_STAT_ACCURACY,ACCURACY,PRÉCISION
KEY_ITEM_STAT_ACTION_COST,ACTION POINTS,POINTS D'ACTION
KEY_ITEM_STAT_ACTION_POINTS,ACTION POINT COST,COÛT EN POINTS D'ACTION
KEY_ITEM_STAT_AMMO_CAPACITY,AMMO CAPACITY,CAPACITÉ DE MUNITIONS
KEY_ITEM_STAT_ARMOR,ARMOR,ARMURE
KEY_ITEM_STAT_BLAST_RADIUS,BLAST RADIUS,RAYON D'EXPLOSION
KEY_ITEM_STAT_DAMAGE,DAMAGE,DÉGÂTS
KEY_ITEM_STAT_DAMAGE_ROUND,DAMAGE PER ROUND,DÉGÂTS PAR MANCHE
KEY_ITEM_STAT_HANDS_TO_USE,HANDS TO USE,MAINS REQUISES
KEY_ITEM_STAT_HEALTH,HIT POINTS,SANTÉ
KEY_ITEM_STAT_LOCATION_HP,LOCATION HIT POINTS,POINTS DE VIE DU LIEU
KEY_ITEM_STAT_PERCEPTION,PERCEPTION,PERCEPTION
KEY_ITEM_STAT_RANGE,EFFECTIVE RANGE,PORTÉE EFFECTIVE
KEY_ITEM_STAT_ROUND_BURST,BURST,RAFALE
KEY_ITEM_STAT_SINGLE_SHOT,SINGLE SHOT,TIR UNIQUE
KEY_ITEM_STAT_SINGLE_STRIKE,SINGLE STRIKE,FRAPPE UNIQUE
KEY_ITEM_STAT_SPEED,SPEED,VITESSE
KEY_ITEM_STAT_STEALTH,STEALTH,FURTIVITÉ
KEY_ITEM_STAT_WEIGHT,WEIGHT,POIDS
KEY_ITEM_TYPE_AMMO,AMMO,MUNITIONS
KEY_ITEM_TYPE_AR,ASSAULT RIFLE,FUSIL D'ASSAUT
KEY_ITEM_TYPE_ARMOR,ARMOR,ARMURE
KEY_ITEM_TYPE_CROSSBOW,CROSSBOW,ARBALÈTE
KEY_ITEM_TYPE_GRENADE,GRENADE,GRENADE
KEY_ITEM_TYPE_HANDGUN,HANDGUN,ARME DE POING
KEY_ITEM_TYPE_HEAVY,HEAVY,LOURD
KEY_ITEM_TYPE_MEDKIT,MEDKIT,MÉDIKIT
KEY_ITEM_TYPE_MELEE,MELEE,CORPS À CORPS
KEY_ITEM_TYPE_MOUNTED,MOUNTED WEAPON,ARME GREFFÉE
KEY_ITEM_TYPE_MUTATION,MUTATION,MUTATION
KEY_ITEM_TYPE_PDW,PDW,PDW
KEY_ITEM_TYPE_SHOTGUN,SHOTGUN,FUSIL À POMPE
KEY_ITEM_TYPE_SR,SNIPER RIFLE,FUSIL DE PRÉCISION
KEY_ITEM_TYPE_TURRET,TURRET,TOURELLE
KEY_ITEM_TYPE_VW,VIRAL WEAPON,ARME VIRALE
KEY_NOT_PROFICIENT_WARNING,Not Proficient!,Maîtrise non acquise !
KEY_PERCENTAGE_VALUE,{0}%,{0} %
KEY_SCRAP_ALL_NAME,SCRAP ALL,TOUT RECYCLER
KEY_SCRAP_ITEM_NAME,SCRAP ITEM,RECYCLER OBJET
KEY_STAT_ENCUMBERANCE,ENCUMBRANCE,CHARGE
KEY_WARNING_STORAGE_FULL_TT,Base storage is full. You need to build more Stores.,L'espace de stockage de la base est plein. Vous devez bâtir plus d'entrepôts.
KEY_WARNING_WEAPON_NOT_EQUIPPED_TT,The soldier doesn't have a weapon equipped!,Le soldat n'a aucune arme équipée !
KEY_WARNING_WEAPON_NOT_FULL_TT,Some weapons are not fully loaded!,Certaines armes ne sont pas complètement chargées !
