Key,English,French
Flav_NJ3_TEXT_GENERAL_0,"MESSAGE
FROM: Sophia Villanova (New Jericho)
TO: Phoenix Project

We are proceeding with the debriefing of Ravi Chaudri. It's going fine so far, although there are certain issues he remains quite tight-lipped about.

We have a detailed file on his work prior to the last war, but there are several blank areas in the documentation. If you would be happy to provide some details, in the spirit of mutual cooperation, that would be most beneficial to our efforts, and to Chaudri himself. If he understands that the Phoenix Project and New Jericho are working together as allies, he might feel he can trust us more fully.","MESSAGE
DE : Sophia Villanova (Nouvelle-Jéricho)
À : Projet Phoenix

Nous sommes en train d'interroger Ravi Chaudri. Tout se passe bien jusqu'ici, même s'il évite certains sujets.

Nous disposons de données détaillées sur ses activités lors de la dernière guerre, mais elles ne sont pas complètes. Si vous pouviez nous apporter plus de précisions, au nom de notre coopération mutuelle, cela contribuerait grandement à nos efforts et serait également bénéfique pour Chaudri. S'il finit par comprendre que le Projet Phoenix et la Nouvelle-Jéricho sont alliés, il nous accordera peut-être sa confiance."
Flav_NJ3_TITLE,The Interrogation,L'interrogatoire
NJ_WAR_ANU_CHOICE_0_TEXT,OK.,OK.
NJ_WAR_ANU_TEXT_GENERAL_0,"MESSAGE
FROM: Tobias West (New Jericho)
TO: Public

John Stuart Mill wrote: ""Bad men need nothing more to compass their ends, than that good men should look on and do nothing."" New Jericho will no longer stand by and allow the Disciples of Anu to mislead people in the name of their rotten superstition. As of this moment, we are at war.
","MESSAGE
DE : Tobias West (Nouvelle-Jéricho)
À : Public

John Stuart Mill a écrit : « Les hommes malveillants n'ont besoin de rien de plus pour atteindre leurs objectifs que les hommes bienveillants observent sans rien faire. » La Nouvelle-Jéricho ne restera plus les bras croisés à laisser les Disciples d'Anu fourvoyer les gens au nom de leur superstition corrompue. À partir de maintenant, nous sommes en guerre."
NJ_WAR_ANU_TITLE,The Imperative to Act,L'impératif d'agir
NJ_WAR_PX_CHOICE_0_TEXT,OK.,OK.
NJ_WAR_PX_TEXT_GENERAL_0,"MESSAGE
FROM: Tobias West (New Jericho)
TO: Public

Today is a sad day. Today we are forced to recognize that the Phoenix Project has strayed so far from its path that it has become our enemy. Today we declare war. May it be a short one.","MESSAGE
DE : Tobias West (Nouvelle-Jéricho)
À : Public

Aujourd'hui est un triste jour. Aujourd'hui, nous sommes forcés de reconnaître que le Projet Phoenix s'est tellement écarté de son objectif qu'il est devenu notre ennemi. Aujourd'hui, nous déclarons la guerre et espérons qu'elle sera courte."
NJ_WAR_PX_TITLE,A Sad Day,Un triste jour
NJ_WAR_SYN_CHOICE_0_TEXT,OK.,OK.
NJ_WAR_SYN_TEXT_GENERAL_0,"MESSAGE
FROM: Tobias West (New Jericho)
TO: Public

Synedrion claims to stand for anarchism; but true anarchism is freedom from coercion. What Synedrion actually stands for is the tyranny of the majority. And that tyranny is leading them to a rejection of human will and accomodation of the Pandoran invaders. This is treason, and New Jericho will no longer accept it. We therefore declare war.","MESSAGE
DE : Tobias West (Nouvelle-Jéricho)
À : Public

Le Synédrion prétend défendre l'anarchisme ; mais le vrai anarchisme c'est la liberté de toute forme de coercition. Ce que le Synédrion défend vraiment, c'est la tyrannie de la majorité. Et cette tyrannie l'entraîne à rejeter la volonté humaine et à accueillir les envahisseurs pandoriens. C'est une trahison et la Nouvelle-Jéricho ne l'accepte plus. Par conséquent, nous lui déclarons la guerre."
NJ_WAR_SYN_TITLE,Treason,Trahison
PROG_AN0_FAIL_CHOICE_0_TEXT,We are not giving up.,Nous n'abandonnerons pas.
PROG_AN0_FAIL_TEXT_GENERAL_0,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

Well, I guess you're all new to this, so maybe this is an opportunity to get better.","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Eh bien, j'imagine que vous débutez avec ceci, c'est peut-être donc une occasion de s'améliorer."
PROG_AN0_FAIL_TITLE,The Poison Remains,La flamme brûle toujours
PROG_AN0_MISS_CHOICE_0_TEXT,START MISSION,COMMENCER LA MISSION
PROG_AN0_MISS_CHOICE_1_TEXT,CANCEL,ANNULER
PROG_AN0_MISS_SUMMARY,Eliminate the mutated worm infestation.,Éliminez l'infestation de vers mutants.
PROG_AN0_MISS_TEXT_GENERAL_0,"At the Disciples of Anu haven of [HavenName], a mutated worm infestation is causing serious problems. The locals had placed their hopes in Taxiarch Nergal, the Disciples' greatest military hero, but Nergal is said to be fighting a series of pitched battles against the Pandorans and has been unable to help.

We could eradicate the infestation ourselves, helping the haven and creating a good first impression with this faction.","Au refuge [HavenName] des Disciples d'Anu, une infestation de vers mutants cause de sérieux problèmes. Les habitants ont placé leurs espoirs dans le Taxiarque Nergal, le plus grand héros militaire des Disciples d'Anu, mais apparemment, Nergal affronte des Pandoriens dans une série de combats féroces et il ne peut rien faire ici.

Nous pourrions éradiquer cette infestation nous-mêmes, et par la même occasion, aider le refuge et créer une bonne première impression avec cette faction."
PROG_AN0_MISS_TEXT_GENERAL_1,"MISSION BRIEFING

Eliminate the mutated worm infestation.","RÉSUMÉ DE LA MISSION

Éliminez l'infestation de vers mutants."
PROG_AN0_MISS_TITLE,The Poison Within,Le feu de la passion
PROG_AN0_WIN_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

If you want to work with us, you'll still have to deal with the hierarchy - work your way up from the Apostle to the Once-Born, to the Keeper of the Threshold, all the way up to the Synod of Yearning and the Exalted herself. That's hard work. You'll have to earn the knowledge you gain.

But trust me, it'll be worth it. And if the Synod gives you trouble... let me know.","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Si vous voulez travailler avec nous, vous devrez vous adresser aux supérieurs : gravissez les échelons jusqu'à l'apôtre des Incroyants, puis le Gardien du Seuil, jusqu'au Synode de l'appétence et l'Exaltée en personne. La tâche n'est pas simple. Vous devrez mériter le savoir que vous acquérez.

Mais croyez-moi, ça en vaudra la peine. Et si le Synode vous cause des problèmes... faites-le-moi savoir."
PROG_AN0_WIN_CHOICE_0_TEXT,We'd like to know more.,Nous aimerions en savoir plus.
PROG_AN0_WIN_CHOICE_1_OUTCOME_GENERAL,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

Very well. I don't blame you. It's hard to see the right path sometimes. I hope you recognize it while there's still time. The Liturgy of the Divine Flesh is coming whether you like it or not.","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Très bien. Je ne peux pas vous en vouloir, c'est parfois difficile de discerner la bonne voie. J'espère que vous la reconnaîtrez tant que vous le pourrez encore. La Liturgie de la chair divine viendra que vous le vouliez ou non."
PROG_AN0_WIN_CHOICE_1_TEXT,We are not ready to put our faith in your dogma.,Nous ne sommes pas prêts à croire en votre dogme
PROG_AN0_WIN_TEXT_GENERAL_0,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

Normally, when we encounter a potential ally, we first send the Apostle to the Once-Born to check them out. But I'm gonna break protocol to say thanks.

Now listen, I'll be honest with you. The Exalted is the only one who has any real answers. Tobias West may be clever, and Synedrion may sound great, but only the Exalted is dealing with the world as it actually is. She can lead us out of this mess. Give us lives worth living.
","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Normalement, lorsque nous rencontrons un allié potentiel, nous envoyons d'abord l'apôtre des Incroyants pour l'évaluer. Mais je vais faire une entorse au protocole pour vous remercier.

Je vais être honnête avec vous. L'Exaltée est la seule à avoir de vraies réponses. Tobias West est peut-être intelligent, et le Synédrion peut sembler important, mais seule l'Exaltée voit le monde tel qu'il est vraiment. Elle peut nous sortir de ce chaos. Nous donner une vie qui vaut la peine d'être vécue."
PROG_AN0_WIN_TITLE,The Hierarchy,En feu
PROG_AN1_CHOICE_0_OUTCOME_GENERAL,It looks like we've started working our way up the hierarchy of the Disciples.,Il semble que nous ayons commencé à gravir les échelons de la hiérarchie des Disciples.
PROG_AN1_CHOICE_0_TEXT,Continue.,Continuer.
PROG_AN1_TEXT_GENERAL_0,"A mysterious being known as the Apostle to the Once-Born, a servant of the Exalted, has passed by our base, leaving the following message: ""What is the nature of a human being? Can we change? Is the fault in our souls, where it may never be reached, or is it in these broken bodies of ours? Perhaps the Phoenix Project can be a vessel of change. It is not up to this humble apostle to make such a decision, but I wish you well. May your actions please the Keeper of the Threshold. He will seek you out when you have shown your worth.""","Un être mystérieux connu comme l'apôtre des Incroyants, un servant de l'Exaltée, est passé par notre base, laissant le message suivant : « Quelle est la nature de l'être humain ? Pouvons-nous changer ? La faute est-elle dans nos âmes, éternellement impossible à atteindre, ou dans nos corps brisés ? Le Projet Phoenix peut-il être la voie du changement. Il ne revient pas à l'humble apôtre que je suis de prendre une telle décision, mais je vous souhaite bonne chance. Que vos actions plaisent au Gardien du Seuil. Il vous trouvera lorsque vous aurez prouvé votre valeur. »"
PROG_AN1_TITLE,The First Initiation,La première initiation
PROG_AN2_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

Very well. But do not think about it for too long. Judgement approaches.","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Entendu. Mais ne réfléchissez pas trop longtemps. Le jugement approche."
PROG_AN2_CHOICE_0_TEXT,We'll think about it.,Nous allons y réfléchir.
PROG_AN2_CHOICE_1_OUTCOME_GENERAL,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

Let the pain they have visited upon others be returned unto them tenfold!","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Que la douleur qu'ils ont infligée aux autres leur soit rendue au décuple !"
PROG_AN2_CHOICE_1_TEXT,We will cast out the heathens.,Nous allons chasser ces païens.
PROG_AN2_FAIL_CHOICE_0_TEXT,We are not giving up.,Nous n'abandonnerons pas.
PROG_AN2_FAIL_TEXT_GENERAL_0,Our operatives met with overwhelming resistance at the site. Another attempt will have to be made at a later date.,Nos agents ont rencontré une résistance écrasante sur place. Vous devrez faire une nouvelle tentative ultérieurement.
PROG_AN2_FAIL_TITLE,Failure to Initiate,Échec de l'initiation
PROG_AN2_MISS_CHOICE_0_TEXT,START MISSION,COMMENCER LA MISSION
PROG_AN2_MISS_CHOICE_1_TEXT,CANCEL,ANNULER
PROG_AN2_MISS_SUMMARY,Defeat a group of raiders who have been attacking havens in this area.,Venez à bout d'un groupe de pillards qui attaquent les refuges de cette région.
PROG_AN2_MISS_TEXT_GENERAL_0,"MISSION BRIEFING

Instead of understanding that survival now depends on adaptation and cooperation, these raiders have kept up the ways of the old world: greed and conflict. They've been attacking havens, hoarding stolen supplies, and causing problems for everyone with their unrelenting selfishness. The Exalted has decided that this must stop.","RÉSUMÉ DE LA MISSION

Au lieu de comprendre que la survie dépend maintenant de l'adaptation et de la coopération, ces pillards ont conservé les habitudes de l'ancien monde : avidité et conflit. Ils attaquent des refuges, collectent les provisions volées et causent des problèmes pour tout le monde avec leur égoïsme implacable. L'Exaltée a décidé de mettre un terme à tout cela."
PROG_AN2_MISS_TITLE,The Second Initiation,La deuxième initiation
PROG_AN2_TEXT_GENERAL_0,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

Blessed are those who seek transformation! But to seek alone is not enough, neither is to speak; for these were the ways of the false gods of old, who drowned in the flood that Anu commanded. To be initiated further into the sacred teachings of the Exalted, you must show that you will act on behalf of humanity - not merely the humanity that was, but the humanity that will be.","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Bénis sont ceux qui cherchent la transformation ! Mais la chercher seul ne suffit pas, tout comme parler ; car celles-ci étaient les habitudes des faux dieux de jadis, qui se sont noyés dans le Déluge qu'Anu a commandé. Pour une initiation plus profonde aux enseignements sacrés de l'Exaltée, vous devez prouver que vous agirez au nom de l'humanité, pas simplement de l'humanité qui fut, mais aussi de l'humanité qui sera."
PROG_AN2_TEXT_GENERAL_1,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

There are some who still cling to the sins of the old world; even now they are consumed by greed, thinking that if they hoard enough, they will survive the coming changes. These brigands have attacked many of our havens, and those of others also. Let the judgement of the Dead God fall upon them.
","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Il y en a qui s'accrochent encore aux péchés de l'ancien monde ; même à présent, ils sont consumés par l'avidité, ils pensent que s'ils peuvent récolter assez, ils survivront aux changements à venir. Ces brigands ont attaqué plusieurs de nos refuges et d'autres factions, aussi. Que le jugement du Dieu défunt s'abatte sur eux."
PROG_AN2_TITLE,The Second Initiation,La deuxième initiation
PROG_AN2_WIN_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

The Voiceless Hierophant shall judge you when the time is right.","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Le Hiérophante silencieux vous jugera lorsque le moment viendra."
PROG_AN2_WIN_CHOICE_0_TEXT,Continue.,Continuer.
PROG_AN2_WIN_TEXT_GENERAL_0,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

You have done well. The Exalted sends her thanks, and the Synod of Yearning will speak the names of your operatives at morning prayer. Do not feel ashamed of having killed your fellow humans, although you may pity them; for in clinging to the old, they doom the future.","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Vous avez fait du bon travail. L'Exaltée transmet sa gratitude et le Synode de l'appétence prononcera les noms de vos agents à la prière du matin. N'ayez pas honte d'avoir tué vos semblables, même si vous pouvez les plaindre, car en s'accrochant au passé, ils condamnent l'avenir."
PROG_AN2_WIN_TITLE,The Second Initiation,La deuxième initiation
PROG_AN3_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

The Voiceless Hierophant will be pleased; and you will gain new insights and come closer to the perfection of the body. May your journey to the Blind Legate continue.","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Le Hiérophante silencieux sera ravi, et vous acquerrez de nouvelles perspectives qui vous permettront de vous rapprocher de la perfection du corps. Que votre aventure vers le Légat aveugle continue."
PROG_AN3_CHOICE_0_TEXT,Make the sacrifice.,Faire le sacrifice.
PROG_AN3_CHOICE_1_OUTCOME_GENERAL,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

Your faith is weak. But none are perfect, save for the Exalted. May you find your way back to the truth.","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Votre foi est faible. Mais rien n'est parfait, à part l'Exaltée. Puissiez-vous retrouver la voie de la vérité."
PROG_AN3_CHOICE_1_TEXT,Refuse to make the sacrifice.,Refuser de faire le sacrifice.
PROG_AN3_TEXT_GENERAL_0,"MESSAGE
FROM: Keeper of the Threshold (Anu)
TO: Phoenix Project

I come bearing a message from the Voiceless Hierophant: ""Words do not matter. Everything written is ash, everything spoken is wind. But your actions show promise. Let the Rite of Hunger commence.""

Are you ready to make a sacrifice for our faith?
","MESSAGE
DE : Gardien du Seuil (Anu)
À : Projet Phoenix

Je viens vous apporter un message du Hiérophante silencieux : « Les mots n'ont aucune importance. Tout ce qui est écrit n'est que cendre, tout ce qui est dit n'est que vent. Mais vos actions sont prometteuses. Que le rite de la Faim commence. »

Êtes-vous prêts à faire un sacrifice pour notre foi ?"
PROG_AN3_TITLE,The Third Initiation,La troisième initiation
PROG_AN4_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Blind Legate (Anu)
TO: Phoenix Project

The old world must die for the new to be born.","MESSAGE
DE : Légat aveugle (Anu)
À : Projet Phoenix

L'ancien monde doit mourir pour que le nouveau puisse naître."
PROG_AN4_CHOICE_0_TEXT,Continue.,Continuer.
PROG_AN4_FAIL_CHOICE_0_TEXT,We are not giving up.,Nous n'abandonnerons pas.
PROG_AN4_FAIL_TEXT_GENERAL_0,Our operatives met with overwhelming resistance at the site. Another attempt will have to be made at a later date.,Nos agents ont rencontré une résistance écrasante sur place. Vous devrez faire une nouvelle tentative ultérieurement.
PROG_AN4_FAIL_TITLE,The Fourth Initiation,La quatrième initiation
PROG_AN4_MISS_CHOICE_0_TEXT,START MISSION,COMMENCER LA MISSION
PROG_AN4_MISS_CHOICE_1_TEXT,CANCEL,ANNULER
PROG_AN4_MISS_SUMMARY,Eliminate a group of New Jericho soldiers occupying a sacred site.,Éliminez un groupe de soldats de la Nouvelle-Jéricho qui occupent un site sacré.
PROG_AN4_MISS_TEXT_GENERAL_0,"MISSION BRIEFING

A group of New Jericho soldiers is occupying this site, which is considered sacred by the Disciples of Anu. The Blind Legate has tasked us to destroy them in the name of the Exalted.","RÉSUMÉ DE LA MISSION

Un groupe de soldats de la Nouvelle-Jéricho occupe ce site, qui est considéré comme sacré par les Disciples d'Anu. Le Légat aveugle nous a demandé de les détruire au nom de l'Exaltée."
PROG_AN4_MISS_TITLE,The Fourth Initiation,La quatrième initiation
PROG_AN4_TEXT_GENERAL_0,"MESSAGE
FROM: Blind Legate (Anu)
TO: Phoenix Project

My task is not to see what is on the surface, but to perceive the truth within. What do you believe? Do you understand that there is no way back to the world before the Flood, because it was the very nature of that world that caused its downfall? If you do, then you understand the folly of those who dream of the old world, and you will act against them.","MESSAGE
DE : Légat aveugle (Anu)
À : Projet Phoenix

Ma mission n'est pas de voir ce qui est à la surface, mais de percevoir la vérité à l'intérieur. Que pensez-vous ? Comprenez-vous qu'il n'y a pas de retour possible au monde précédent le Déluge, car c'est précisément la nature de ce monde qui a causé son effondrement ? Si vous le comprenez, vous voyez aussi la folie de ceux qui rêvent de l'ancien monde, et vous agirez contre eux."
PROG_AN4_TEXT_GENERAL_1,"MESSAGE
FROM: Blind Legate (Anu)
TO: Phoenix Project

I am sending you the coordinates of a sacred site. At this place a child was born with a body uplifted by Anu and a mind free of the plague, a harbinger of things to come. Yet now the heathens of New Jericho occupy this hallowed ground and refuse to leave. Cast them out and prove your dedication to our cause.","MESSAGE
DE : Légat aveugle (Anu)
À : Projet Phoenix

Je vous envoie les coordonnées d'un site sacré. À cet endroit, une enfant est née avec un corps exalté par Anu et un esprit libre du fléau, un présage de ce qui viendrait. Pourtant, maintenant les païens de la Nouvelle-Jéricho occupent ces terres sacrées et refusent de partir. Chassez-les et prouvez votre dévouement à notre cause."
PROG_AN4_TITLE,The Fourth Initiation,La quatrième initiation
PROG_AN4_WIN_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Blind Legate (Anu)
TO: Phoenix Project

Keep on this path, and you shall hear the voice of the Shadowed Hierarch, and after him, the wisdom of the Synod of Yearning.","MESSAGE
DE : Légat aveugle (Anu)
À : Projet Phoenix

Restez sur cette voie et vous entendrez le Hiérarque des Ombres, et après lui, la sagesse du Synode de l'appétence."
PROG_AN4_WIN_CHOICE_0_TEXT,Continue.,Continuer.
PROG_AN4_WIN_TEXT_GENERAL_0,"MESSAGE
FROM: Blind Legate (Anu)
TO: Phoenix Project

Do you understand why your actions were necessary? Why the site is sacred? It is here that the conditions existed which brought forth a better body with a free mind; one without the other is meaningless. The Exalted bids us, understand: why here? To fathom why the site is sacred is to fathom how other sites may become sacred also.","MESSAGE
DE : Légat aveugle (Anu)
À : Projet Phoenix

Comprenez-vous pourquoi vos actions étaient nécessaires ? Pourquoi le site est sacré ? C'est ici que les conditions ont été réunies pour donner naissance à un corps amélioré doté d'un esprit libre ; l'un sans l'existence de l'autre n'a aucun sens. L'Exaltée nous invite à comprendre : pourquoi ici ? Comprendre ce qui rend ce site sacré, c'est comprendre comment d'autres sites peuvent le devenir."
PROG_AN4_WIN_TITLE,The Fourth Initiation,La quatrième initiation
PROG_AN5_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

Good. Soon, you'll be able to talk to the Synod of Yearning. But be careful. Our little trinity is not to be trifled with.","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Bien. Vous pourrez bientôt parler au Synode de l'appétence. Mais attention. Notre petite trinité n'est pas à prendre à la légère."
PROG_AN5_CHOICE_0_TEXT,Accept gift.,Accepter le cadeau.
PROG_AN5_CHOICE_1_OUTCOME_GENERAL,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

He's not gonna like that. But it's your choice. I hope you're not losing sight of the path.","MESSAGE
DE : Légat aveugle (Anu)
À : Projet Phoenix

Ça ne va pas lui plaire, mais c'est votre choix. J'espère que vous ne perdez pas de vue la voie que vous avez empruntée."
PROG_AN5_CHOICE_1_TEXT,Reject gift.,Rejeter le cadeau.
PROG_AN5_TEXT_GENERAL_0,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

You'll be pleased to hear that you've received the blessing of the Shadowed Hierarch. What does that mean? Well... it's hard to say. He's a pretty elusive figure. But I know one thing about him: he doesn't care about dogma or symbolism. In some ways, he's a cynic. But that's why the Exalted keeps him around. Because if he supports something, it's because he thinks it's going to benefit us.
","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Vous serez ravis d'apprendre que vous avez reçu la bénédiction du Hiérarque des Ombres. Qu'est-ce que cela signifie ? Eh bien... c'est difficile à dire. C'est un personnage impénétrable. Mais je sais une chose à son sujet : le dogme ou symbolisme lui importe peu. D'une certaine manière, il est cynique. Mais c'est pour cette raison que l'Exaltée le garde dans son entourage : s'il soutient une idée, c'est qu'il pense que ça nous serait bénéfique."
PROG_AN5_TEXT_GENERAL_1,"MESSAGE
FROM: Taxiarch Nergal (Anu)
TO: Phoenix Project

Oh, I almost forgot. The Hierarch also sends a gift. Accepting it has great symbolic value to our people. It means you've accepted his blessing.","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

Oh, j'ai failli oublier. Le Hiérarque vous envoie aussi un cadeau. L'accepter a une grande valeur symbolique pour notre peuple. Cela signifie que vous acceptez sa bénédiction."
PROG_AN5_TITLE,The Fifth Initiation,La cinquième initiation
PROG_AN6_2_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Taxiarch Nergal
TO: Phoenix Project

I have a much better mission for you. Help me retrieve what the Exalted needs from this Pandoran structure instead, and I'll put you in touch with her.","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

J'ai une bien meilleure mission pour vous. Aidez-moi plutôt à récupérer ce dont a besoin l'Exaltée pour cette structure pandorienne et je vous mettrai en contact avec elle."
PROG_AN6_2_CHOICE_0_TEXT,Agreed.,D'accord.
PROG_AN6_2_TEXT_GENERAL_0,"MESSAGE
FROM: Taxiarch Nergal
TO: Phoenix Project

Don't listen to the Synod and its mad ramblings. It has lost its way, lost sight of our ultimate goal. Too much dogma and too little understanding, if you ask me. This is not what the Exalted stands for, never has been.
","MESSAGE
DE : Taxiarque Nergal (Anu)
À : Projet Phoenix

N'écoutez pas le Synode et ses divagations. Il s'est égaré, il a perdu de vue notre objectif final. Trop de dogmes et peu de réflexion, si vous voulez mon avis. Ce n'est pas cela que défend l'Exaltée, ça ne l'a jamais été."
PROG_AN6_2_TITLE,The Sixth Initiation,La sixième initiation
PROG_AN6_CHOICE_0_OUTCOME_GENERAL,"MESSAGE
FROM: Synod of Yearning (Anu)
TO: Phoenix Project

Yes. Our command. Your action. The minds that move. The hand that strikes.","MESSAGE
DE : Synode de l'appétence (Anu)
À : Projet Phoenix

Oui. Notre commandement. Votre action. Les esprits qui se déplacent. La main qui frappe."
PROG_AN6_CHOICE_0_TEXT,As you command.,Nous obéirons à votre commandement.
PROG_AN6_CHOICE_1_TEXT,This is barbaric. We refuse.,C'est barbare. Nous refusons.
PROG_AN6_FAIL1_CHOICE_0_TEXT,We are not giving up.,Nous n'abandonnerons pas.
PROG_AN6_FAIL1_TEXT_GENERAL_0,Our operatives met with overwhelming resistance at the site. Another attempt will have to be made at a later date.,Nos agents ont rencontré une résistance écrasante sur place. Vous devrez faire une nouvelle tentative ultérieurement.
PROG_AN6_FAIL1_TITLE,The Sixth Initiation,La sixième initiation
PROG_AN6_FAIL2_CHOICE_0_TEXT,We are not giving up.,Nous n'abandonnerons pas.
