Key,English,French
KEY_DAMAGE_TYPE_SHRED_DESC,"SHRED value destroys this amount of armor, applied after damage",La valeur de DÉCHIQUETAGE s'applique à l'armure après avoir subi des dégâts.
KEY_DAMAGE_TYPE_SLASH,SLASH,LACÉRATION
KEY_DAMAGE_TYPE_SLASH_DESC,"SLASH damage is reduced by armor, then applied to Hit Points. Any damage causes bleeding.","Les dégâts de LACÉRATION sont réduits par l'armure, puis appliqués aux points de vie. Tout dégât cause le saignement."
KEY_DAMAGE_TYPE_SONIC,SONIC,SONIQUE
KEY_DAMAGE_TYPE_SONIC_DESC,"SONIC - If sonic damage > target's Will Points, target is dazed","Si les dégâts SONIQUES > aux points de volonté de la cible, celle-ci est étourdie."
KEY_DAMAGE_TYPE_STANDARD,DAMAGE,DÉGÂTS
KEY_DAMAGE_TYPE_STANDARD_DESC,DAMAGE value is reduced by armor then applied to target's Hit Points,"La valeur des DÉGÂTS est réduite par l'armure, puis appliquée aux points de vie."
KEY_DAMAGE_TYPE_STUN,SHOCK,DÉCHARGE
KEY_DAMAGE_TYPE_STUN_DESC,SHOCK - if damage value > target's current Hit Points then target is dazed,"Si la valeur des dégâts électriques > aux points de vie de la cible, celle-ci est étourdie."
KEY_DAMAGE_TYPE_VAMPIRIC,VAMPIRIC,VAMPIRIQUE
KEY_DAMAGE_TYPE_VAMPIRIC_DESC,"VAMPIRIC damage reduces target's Hit Points, and restores Hit Points of attacker by same amount",Les dégâts VAMPIRIQUES réduisent les points de vie de la cible et restaurent autant de points de vie à l'assaillant.
KEY_DAMAGE_TYPE_VIROPHAGE,VIROPHAGE,VIROPHAGE
KEY_DAMAGE_TYPE_VIROPHAGE_DESC,VIROPHAGE value is added to standard damage for Pandorans and mutated targets only,La valeur VIROPHAGE est ajoutée aux dégâts normaux pour les Pandoriens et les cibles mutantes uniquement.
KEY_DAMAGE_TYPE_VIRUS,VIRUS,VIRUS
KEY_DAMAGE_TYPE_VIRUS_DESC,"VIRUS value is added to target if it takes any damage. At start of turn virus is subtracted from Will Points, then virus value is reduced by 1","La valeur de VIRUS est ajoutée à la cible si elle subit des dégâts. Au début du tour, le virus est retiré des points de volonté, puis sa valeur est réduite d’1 point."
