Key,English,French
KEY_OPTIONS_QUALITY_VERY_LOW,VERY LOW,TRÈS FAIBLE
KEY_OPTIONS_QUIT_CONFIRM,All unsaved game progress will be lost. Are you sure?,Toute progression non sauvegardée sera perdue. Confirmer ?
KEY_OPTIONS_QUIT_DESCRIPTION,Quit Game,Quitter
KEY_OPTIONS_QUIT_NAME,QUIT GAME,QUITTER
KEY_OPTIONS_RESOLUTION,RESOLUTION,RÉSOLUTION
KEY_OPTIONS_RESTORE,RESTORE DEFAULTS,RESTAURER LES PARAMÈTRES PAR DÉFAUT
KEY_OPTIONS_RESUME_DESCRIPTION,Return to Game,Continuer
KEY_OPTIONS_RESUME_NAME,RETURN TO GAME,RETOURNER À LA PARTIE
KEY_OPTIONS_SAVE_DELETE,Are you sure you want to delete this save game? All progress within will be lost.,Voulez-vous vraiment supprimer cette sauvegarde ? Toute la progression sera perdue.
KEY_OPTIONS_SAVE_DESCRIPTION,Save,Sauvegarder
KEY_OPTIONS_SAVE_ERROR_AUTOSAVE,An error has occured during Autosave! Please make sure you have enough free memory on your device.,Une erreur est survenue lors de la sauvegarde automatique ! Veuillez vous assurer que vous avez suffisamment de mémoire disponible sur votre appareil.
KEY_OPTIONS_SAVE_ERROR_DELETE,An error has occured during deletion! The saved game was not correctly deleted.,Une erreur est survenue lors de la suppression ! La sauvegarde n'a pas été bien supprimée.
KEY_OPTIONS_SAVE_ERROR_OVERWRITE,An error has occured while overwriting the save file!  Please make sure you have enough free memory on your device.,Une erreur est survenue lors du remplacement de la sauvegarde ! Veuillez vous assurer que vous avez suffisamment de mémoire disponible sur votre appareil.
KEY_OPTIONS_SAVE_ERROR_QUICKSAVE,An error has occured during Quicksave! Please make sure you have enough free memory on your device.,Une erreur est survenue lors de la sauvegarde rapide ! Veuillez vous assurer que vous avez suffisamment de mémoire disponible sur votre appareil.
KEY_OPTIONS_SAVE_ERROR_RESTART,An error has occured during mission initialization! Mission restart is impossible. Please make sure you have enough free memory on your device.,Une erreur est survenue lors de l'initialisation de la mission ! Impossible de redémarrer la mission. Veuillez vérifier que vous avez suffisamment de mémoire disponible sur votre appareil.
KEY_OPTIONS_SAVE_ERROR_SAVEGAME,An error has occured while saving! Please make sure you have enough free memory on your device.,Une erreur est survenue lors de la sauvegarde ! Veuillez vous assurer que vous avez suffisamment de mémoire disponible sur votre appareil.
KEY_OPTIONS_SAVE_ERROR_SAVESPACE,An error has occured! Please make sure you have enough space on your drive.,Une erreur est survenue ! Veuillez vous assurer que vous avez suffisamment d'espace sur votre disque dur.
KEY_OPTIONS_SAVE_GAME_DESCRIPTION,Save Game,Sauvegarder
KEY_OPTIONS_SAVE_GAME_NAME,NEW SAVE,NOUVELLE SAUVEGARDE
KEY_OPTIONS_SAVE_NAME,SAVE,SAUVEGARDE
KEY_OPTIONS_SAVE_OVERWRITE,Are you sure you want to overwrite this saved game? All progress within will be replaced by your current progress.,Voulez-vous vraiment remplacer cette sauvegarde ? Toute la progression sera remplacée par votre progression actuelle.
KEY_OPTIONS_SCREEN_MODE,SCREEN MODE,MODE D'AFFICHAGE
KEY_OPTIONS_SCREEN_SPACE_REFLECTION,SCREEN SPACE REFLECTION,REFLETS DYNAMIQUES
KEY_OPTIONS_SETTINGS_APPLY,Settings will apply on game restart.,Les paramètres seront appliqués après redémarrage du jeu.
KEY_OPTIONS_SFX_VOLUME,SFX VOLUME,VOLUME DES BRUITAGES
KEY_OPTIONS_SHADER_QUALITY,SHADER QUALITY,QUALITÉ SHADER
KEY_OPTIONS_SHADOWS,SHADOWS,OMBRES
KEY_OPTIONS_SHADOW_DISTANCE,SHADOW DISTANCE,DISTANCE DES OMBRES
KEY_OPTIONS_SHADOW_QUALITY,SHADOW QUALITY,QUALITÉ DES OMBRES
KEY_OPTIONS_SHOW_BINDINGS,SHOW BINDINGS,CONFIGURATION
KEY_OPTIONS_SHOW_SCHEME,SHOW SCHEME,CONFIGURATION
KEY_OPTIONS_SOUND_ENABLED,SOUND ENABLED,SON ACTIVÉ
KEY_OPTIONS_SUBTITLES,SUBTITLES,SOUS-TITRES
KEY_OPTIONS_SUBTITLES_OFF,OFF,DÉSACTIVÉ
KEY_OPTIONS_SUBTITLES_ON,ON,ACTIVÉ
KEY_OPTIONS_TEXTURE_QUALITY,TEXTURE QUALITY,QUALITÉ DES TEXTURES
KEY_OPTIONS_USE_CONTROLLER,USE CONTROLLER,ACTIVER LA MANETTE
KEY_OPTIONS_VERTICAL_SYNC,VERTICAL SYNC,SYNCHRONISATION VERTICALE
KEY_OPTIONS_VIDEO,VIDEO,VIDÉO
KEY_OPTIONS_VIGNETTE,VIGNETTE,VIGNETTE
KEY_OPTIONS_VSYNC_DESCRIPTION,Vertical Sync,Synchronisation verticale
KEY_OPTIONS_VSYNC_NAME,VERTICAL SYNC,SYNCHRONISATION VERTICALE
KEY_OPTIONS_WINDOW,WINDOW,FENÊTRÉ
KEY_QUIT,QUIT,QUITTER
KEY_RESTART,RESTART,REDÉMARRER
KEY_SELECT_DIFFICULTY,SELECT DIFFICULTY,CHOISISSEZ LA DIFFICULTÉ
KEY_SELECT_TUTORIAL,PLAY PROLOGUE AND TUTORIAL,JOUER AU PROLOGUE ET AU TUTORIEL
KEY_SOUND_FX,SOUND FX,EFFETS SONORES
