Key,English,French
KEY_ARTHRON_CARAPACE_DESCRIPTION_TEMP,Arthron carapace,Carapace d'Arthron
KEY_ARTHRON_CARAPACE_NAME_TEMP,CARAPACE,CARAPACE
KEY_ARTHRON_ELITE_ACID_GRENADE_ARM_DESCRIPTION_TEMP,Launches acid grenades,Lance des grenades d'acide
KEY_ARTHRON_ELITE_ACID_GRENADE_ARM_NAME_TEMP,EVOLVED ACID LAUNCHER ARM,BRAS LANCEUR D'ACIDE AMÉLIORÉ
KEY_ARTHRON_ELITE_ARM_SHIELD_DESCRIPTION_TEMP,Evolved Arthron shield,Bouclier d'Arthron amélioré
KEY_ARTHRON_ELITE_ARM_SHIELD_NAME_TEMP,EVOLVED SHIELD,BOUCLIER AMÉLIORÉ
KEY_ARTHRON_ELITE_CARAPACE_DESCRIPTION_TEMP,Evolved Arthron carapace,Carapace d'Arthron améliorée
KEY_ARTHRON_ELITE_CARAPACE_NAME_TEMP,EVOLVED CARAPACE,CARAPACE AMÉLIORÉE
KEY_ARTHRON_ELITE_GRENADE_ARM_DESCRIPTION_TEMP,Organic Grenade Launcher,Lance-grenades organique
KEY_ARTHRON_ELITE_GRENADE_ARM_NAME_TEMP,EVOLVED LAUNCHER ARM,BRAS LANCEUR AMÉLIORÉ
KEY_ARTHRON_ELITE_HEAD_SPITTER_DESCRIPTION_TEMP,Spits poison at short range,Crache du poison à courte portée
KEY_ARTHRON_ELITE_HEAD_SPITTER_NAME_TEMP,EVOLVED SPITTER HEAD,TÊTE CRACHEUSE AMÉLIORÉE
KEY_ARTHRON_ELITE_LEG_AGILE_DESCRIPTION_TEMP,Increases the creatures' speed,Augmente la vitesse de la créature
KEY_ARTHRON_ELITE_LEG_AGILE_NAME_TEMP,AGILE LEG,JAMBE AGILE
KEY_ARTHRON_ELITE_LEG_HEAVY_DESCRIPTION_TEMP,Heavy armoured limb,Une jambe avec une armure lourde
KEY_ARTHRON_ELITE_LEG_HEAVY_NAME_TEMP,HEAVY LEG,JAMBE LOURDE
KEY_ARTHRON_ELITE_MACHINE_GUN_DESCRIPTION_TEMP,Evolved organic machine gun,Une mitrailleuse organique améliorée
KEY_ARTHRON_ELITE_MACHINE_GUN_NAME_TEMP,EVOLVED ARTHRON GUN,FUSIL D'ARTHRON AMÉLIORÉ
KEY_ARTHRON_ELITE_PINCER_DESCRIPTION_TEMP,Evolved Arthron pincer,Une pince d'Arthron amélioré
KEY_ARTHRON_ELITE_PINCER_NAME_TEMP,EVOLVED PINCER,PINCE AMÉLIORÉE
KEY_ARTHRON_ELITE_TORSO_DESCRIPTION_TEMP,Evolved Artrhron torso,Torse d'Arthron amélioré
KEY_ARTHRON_ELITE_TORSO_NAME_TEMP,EVOLVED TORSO,TORSE AMÉLIORÉ
KEY_ARTHRON_ELITE_VIRAL_MACHINE_GUN_DESCRIPTION_TEMP,Launches projectiles causing viral damage,Lance des projectiles qui infligent des dégâts viraux
KEY_ARTHRON_ELITE_VIRAL_MACHINE_GUN_NAME_TEMP,EVOLVED VIRAL MACHINE GUN,MITRAILLEUSE VIRALE AMÉLIORÉE
KEY_ARTHRON_GRENADE_ARM_DESCRIPTION_TEMP,Organic Grenade Launcher,Lance-grenades organique
KEY_ARTHRON_GRENADE_ARM_NAME_TEMP,LAUNCHER ARM,BRAS LANCEUR
KEY_ARTHRON_HEAD_ELITE_NAME_TEMP,HEAD,TÊTE
KEY_ARTHRON_HEAD_SPITTER_DESCRIPTION_TEMP,Spits poison at short range,Crache du poison à courte portée
KEY_ARTHRON_HEAD_SPITTER_NAME_TEMP,SPITTER HEAD,TÊTE CRACHEUSE
KEY_ARTHRON_LEG_AGILE_DESCRIPTION_TEMP,Increases the creatures' speed,Augmente la vitesse de la créature
KEY_ARTHRON_LEG_AGILE_NAME_TEMP,AGILE LEG,JAMBE AGILE
KEY_ARTHRON_LEG_HEAVY_DESCRIPTION_TEMP,Heavy armored limb,Une jambe avec une armure lourde
KEY_ARTHRON_LEG_HEAVY_NAME_TEMP,HEAVY LEG,JAMBE LOURDE
KEY_ARTHRON_MACHINE_GUN_DESCRIPTION_TEMP,Organic Machine Gun,Mitrailleuse organique
KEY_ARTHRON_MACHINE_GUN_NAME_TEMP,ARTHRON GUN,FUSIL D'ARTHRON
KEY_ARTHRON_PINCER_DESCRIPTION_TEMP,Arthron melee attack pincer,Pince de contact d'Arthron
KEY_ARTHRON_PINCER_NAME_TEMP,PINCER,PINCE
KEY_ARTHRON_SHIELD_ARM_DESCRIPTION_TEMP,Arthron shield,Bouclier d'Arthron
KEY_ARTHRON_SHIELD_ARM_NAME_TEMP,SHIELD,BOUCLIER
KEY_ARTHRON_TORSO_DESCRIPTION_TEMP,Arthron torso,Torse d'Arthron
KEY_ARTHRON_TORSO_NAME_TEMP,TORSO,TORSE
KEY_ARTHRON_VIRAL_GUN_NAME_TEMP,VIRAL GUN,FUSIL VIRAL
KEY_ARTHRON_VIRAL_MACHINE_GUN_DESCRIPTION_TEMP,Launches projectiles causing viral damage,Lance des projectiles qui infligent des dégâts viraux
KEY_ARTHRON_VIRAL_MACHINE_GUN_NAME_TEMP,VIRAL MACHINE GUN,MITRAILLEUSE VIRALE
KEY_BODY_DESCRIPTION_TEMP,Body,Corps
KEY_BODY_NAME_TEMP,BODY,CORPS
KEY_CHIRON_HEAD_DESCRIPTION_TEMP,Chiron head,Tête de Chiron
KEY_CHIRON_HEAD_NAME_TEMP,HEAD,TÊTE
KEY_CHIRON_LEG_AGILE_DESCRIPTION_TEMP,"Leaps to target location, destroying everything on its path","Bondit sur un emplacement, ce qui détruit tout sur son passage."
KEY_CHIRON_LEG_AGILE_NAME_TEMP,AGILE LEG,JAMBE AGILE
KEY_CHIRON_LEG_BURROWING_DESCRIPTION_TEMP,"Gives stability stance, increasing accuracy and rate of fire","Peut prendre une position qui augmente sa stabilité, sa précision et sa cadence de tir."
KEY_CHIRON_LEG_BURROWING_NAME_TEMP,BURROWING LEG,JAMBE FOUISSEUSE
KEY_CHIRON_LEG_DESCRIPTION_TEMP,Inflicts heavy damage and destroys armor,Inflige des dégâts lourds et détruit l'armure
KEY_CHIRON_LEG_HEAVY_DESCRIPTION_TEMP,Heavy armored limb,Une jambe avec une armure lourde
KEY_CHIRON_LEG_HEAVY_NAME_TEMP,HEAVY LEG,JAMBE LOURDE
KEY_CHIRON_LEG_NAME_TEMP,HEAVY LEG,JAMBE LOURDE
KEY_CHIRON_LEG_STOMPING_DESCRIPTION_TEMP,Area attack that can daze multiple targets,Une zone d'attaque qui peut étourdir plusieurs cibles
KEY_CHIRON_LEG_STOMPING_NAME_TEMP,STOMPING LEG,JAMBE PIÉTINEUSE
KEY_CHIRON_SMASHER_DESCRIPTION_TEMP,Inflicts heavy damage and destroys armor,Inflige des dégâts lourds et détruit l'armure
KEY_CHIRON_SMASHER_NAME_TEMP,HEAVY LEG,JAMBE LOURDE
KEY_CHIRON_TORSO_ACIDWORM_DESCRIPTION_TEMP,Launch 3 Acidworms at long range,Lance 3 vers caustiques à longue portée
KEY_CHIRON_TORSO_ACIDWORM_NAME_TEMP,ACIDWORM ABDOMEN,ABDOMEN DE VER CAUSTIQUE
KEY_CHIRON_TORSO_ACID_MORTAR_DESCRIPTION_TEMP,Launches 3 acid bombs,Lance 3 bombes d'acide
KEY_CHIRON_TORSO_ACID_MORTAR_NAME_TEMP,ACID ABDOMEN,ABDOMEN CAUSTIQUE
KEY_CHIRON_TORSO_DESCRIPTION_TEMP,Chiron torso,Torse de Chiron
KEY_CHIRON_TORSO_FIREWORM_DESCRIPTION_TEMP,Launch 3 Fireworms at long range,Lance 3 vers de feu à longue portée
KEY_CHIRON_TORSO_FIREWORM_NAME_TEMP,FIREWORM ABDOMEN,ABDOMEN DE VER DE FEU
KEY_CHIRON_TORSO_GOO_DESCRIPTION_TEMP,Launches 3 goo bombs at long range,Lance 3 bombes visqueuses à longue portée
KEY_CHIRON_TORSO_GOO_NAME_TEMP,GOO ABDOMEN,ABDOMEN VISQUEUX
KEY_CHIRON_TORSO_MORTAR_DESCRIPTION_TEMP,Launches 3 explosive projectiles,Lance 3 projectiles explosifs
KEY_CHIRON_TORSO_MORTAR_NAME_TEMP,EXPLOSIVE BOMB ABDOMEN,ABDOMEN EXPLOSIF
KEY_CHIRON_TORSO_NAME_TEMP,TORSO,TORSE
KEY_CHIRON_TORSO_POISONWORM_DESCRIPTION_TEMP,Launch 3 Poisonworms at long range,Lance 3 vers toxiques à longue portée
KEY_CHIRON_TORSO_POISONWORM_NAME_TEMP,POISONWORM ABDOMEN,ABDOMEN DE VER TOXIQUE
KEY_FACEHUGGER_EGG_DESCRIPTION_TEMP,Hatches a Mindfragger,Fait éclore un Corrupteur
KEY_FACEHUGGER_EGG_NAME_TEMP,MINDFRAGGER EGG,ŒUF DE CORRUPTEUR
KEY_FACEHUGGER_HEAD_DESCRIPTION_TEMP,Attaches to enemy unit's head and mind controls him,S'accroche à la tête d'une unité ennemie et la contrôle mentalement
KEY_FACEHUGGER_HEAD_NAME_TEMP,MINDFRAGGER HEAD,TÊTE DE CORRUPTEUR
KEY_FIREWORM_EGG_DESCRIPTION_TEMP,Hatches a Fireworm,Fait éclore un Ver de feu
KEY_FIREWORM_EGG_NAME_TEMP,FIREWORM EGG,ŒUF DE VER CAUSTIQUE
KEY_HEAD_DESCRIPTION_TEMP,Head,Tête
KEY_HEAD_ELITE_DESCRIPTION_TEMP,Evolved Head,Tête améliorée
KEY_HEAD_NAME_TEMP,HEAD,TÊTE
KEY_LEG_DESCRIPTION_TEMP,Leg,Jambe
KEY_LEG_NAME_TEMP,LEG,JAMBE
KEY_MUTOG_HEAD_RAMMING_DESCRIPTION_TEMP,Capable of shredding armor and dazing the enemy,Peut lacérer une armure et étourdir l'ennemi
KEY_MUTOG_HEAD_RAMMING_NAME_TEMP,RAMMING HEAD,TÊTE PERCUTANTE
KEY_MUTOG_HEAD_VENOM_DESCRIPTION_TEMP,Performs attack that injects venom into the enemy,Effectue une attaque qui injecte du venin à l'ennemi
KEY_MUTOG_HEAD_VENOM_NAME_TEMP,VENOMOUS HEAD,TÊTE VENIMEUSE
KEY_MUTOG_LEG_AGILE_DESCRIPTION_TEMP,Increases the speed of the mutog,Augmente la vitesse du Mutog
KEY_MUTOG_LEG_AGILE_NAME_TEMP,AGILE LEG,JAMBE AGILE
KEY_MUTOG_LEG_REGENERATION_DESCRIPTION_TEMP,Regenerates injuries every turn,Soigne les blessures à chaque tour
KEY_MUTOG_LEG_REGENERATION_NAME_TEMP,REGENERATION LEG,JAMBE RÉGÉNÉRANTE
KEY_MUTOG_TAIL_BASHER_DESCRIPTION_TEMP,Performs attack that can daze the enemy,Effectue une attaque qui peut étourdir l'ennemi
KEY_MUTOG_TAIL_BASHER_NAME_TEMP,BASHER TAIL,QUEUE BRUTALE
KEY_MUTOG_TAIL_SMASHER_DESCRIPTION_TEMP,Performs attack that can cause bleeding,Effectue une attaque qui peut causer le saignement
KEY_MUTOG_TAIL_SMASHER_NAME_TEMP,SLASHER TAIL,QUEUE LACÉRANTE
KEY_MUTOG_TORSO_DESCRIPTION_TEMP,Mutog torso,Torse de Mutog
KEY_MUTOG_TORSO_NAME_TEMP,TORSO,TORSE
KEY_POISONWORM_EGG_DESCRIPTION_TEMP,Hatches a Poisonworm,Fait éclore un Ver toxique
KEY_POISONWORM_EGG_NAME_TEMP,POISONWORM EGG,ŒUF DE VER TOXIQUE
KEY_ROOTS_DESCRIPTION_TEMP,Roots,Racines
KEY_ROOTS_NAME_TEMP,ROOTS,RACINES
KEY_SCYLLA_ABDOMEN_BELCHER_DESCRIPTION_TEMP,Releases multiple spawnlings on death,Relâche plusieurs petits lors de sa mort
KEY_SCYLLA_ABDOMEN_BELCHER_NAME_TEMP,BELCHER ABDOMEN,ABDOMÈNE DE RENVOI
KEY_SCYLLA_ABDOMEN_SPAWNER_DESCRIPTION_TEMP,Spawns mindfraggers,Génère des Corrupteurs
KEY_SCYLLA_ABDOMEN_SPAWNER_NAME_TEMP,SPAWNING ABDOMEN,ABDOMÈNE GÉNÉRATEUR
KEY_SCYLLA_ARM_BLASTER_DESCRIPTION_TEMP,A powerful multi-shot cannon,Un canon puissant à tirs multiples
KEY_SCYLLA_ARM_BLASTER_NAME_TEMP,BLASTER CANNON,CANON EXPLOSIF
KEY_SCYLLA_CARAPACE_CRYSTAL_DESCRIPTION_TEMP,Gives Living Crystal Supercharge ability,Octroie la capacité de supercharge au cristal vivant
KEY_SCYLLA_CARAPACE_CRYSTAL_NAME_TEMP,CRYSTAL CARAPACE,CARAPACE DE CRISTAL
KEY_SCYLLA_CARAPACE_HEAVY_DESCRIPTION_TEMP,Armored protective carapace,Une carapace blindée et protectrice
KEY_SCYLLA_CARAPACE_HEAVY_NAME_TEMP,HEAVY CARAPACE,CARAPACE LOURDE
KEY_SCYLLA_CARAPACE_MIST_DESCRIPTION_TEMP,Spawns a cloud of mist around the Scylla,Génère un nuage brumeux autour de la Scylla
KEY_SCYLLA_CARAPACE_MIST_NAME_TEMP,MIST CARAPACE,CARAPACE DE BRUME
KEY_SCYLLA_HEAD_HEAVY_DESCRIPTION_TEMP,Can instill frenzy on friendly characters,Peut provoquer la frénésie chez les unités alliées.
KEY_SCYLLA_HEAD_HEAVY_NAME_TEMP,FURY HEAD,TÊTE FURIEUSE
KEY_SCYLLA_HEAD_SPITTER_DESCRIPTION_TEMP,Spits poisonous goo in a narrow cone area,Crache une gelée toxique dans une zone en cône étroite
KEY_SCYLLA_HEAD_SPITTER_NAME_TEMP,SPITTER HEAD,TÊTE CRACHEUSE
KEY_SCYLLA_LEG_AGILE_DESCRIPTION_TEMP,"Leaps to target location, destroying everything on its path","Bondit sur un emplacement, ce qui détruit tout sur son passage."
KEY_SCYLLA_LEG_AGILE_NAME_TEMP,AGILE LEG,JAMBE AGILE
KEY_SCYLLA_LEG_HEAVY_DESCRIPTION_TEMP,Heavy armored limb,Une jambe avec une armure lourde
KEY_SCYLLA_LEG_HEAVY_NAME_TEMP,HEAVY LEG,JAMBE LOURDE
KEY_SCYLLA_MIST_LAUNCHER_DESCRIPTION_TEMP,Launchers projectiles that generate mist,Lance des projectiles qui génèrent de la brume
KEY_SCYLLA_MIST_LAUNCHER_NAME_TEMP,MIST LAUNCHER,PROPULSEUR DE BRUME
KEY_SCYLLA_QUEEN_ARM_BLASTER_DESCRIPTION_TEMP,A powerful multi-shot cannon,Un canon puissant à tirs multiples
KEY_SCYLLA_QUEEN_ARM_BLASTER_NAME_TEMP,BLASTER CANNON,CANON EXPLOSIF
KEY_SCYLLA_SMASHER_DESCRIPTION_TEMP,Capable of dealing heavy damage and destroying armor,Capable d'infliger de lourds dégâts et de détruire les armures
KEY_SCYLLA_SMASHER_NAME_TEMP,SMASHER,FRACASSEUR
KEY_SCYLLA_SONIC_HEAD_DESCRIPTION_TEMP,Emits sonic blast that can daze a target,Émet des explosions soniques qui étourdissent les cibles
KEY_SCYLLA_SONIC_HEAD_NAME_TEMP,SONIC HEAD,TËTE SONIQUE
KEY_SCYLLA_TORSO_DESCRIPTION_TEMP,Scylla torso,Torse de Scylla
KEY_SCYLLA_TORSO_NAME_TEMP,TORSO,TORSE
KEY_SENTINEL_HATCHING_HEAD_DESCRIPTION_TEMP,Sends signal that hatches all nearby eggs,Envoie un signal qui fait éclore tous les œufs à proximité
KEY_SENTINEL_HATCHING_HEAD_NAME_TEMP,HATCHING HEAD,TÊTE COUVEUSE
KEY_SENTINEL_MIST_HEAD_DESCRIPTION_TEMP,Launches projectiles that generate mist,Lance des projectiles qui génèrent de la brume
KEY_SENTINEL_MIST_HEAD_NAME_TEMP,MIST HEAD,TÊTE DE BRUME
KEY_SENTINEL_TERROR_HEAD_DESCRIPTION_TEMP,Emits psychic scream that reduces will points,Émet un cri psychique qui réduit les points de volonté
KEY_SENTINEL_TERROR_HEAD_NAME_TEMP,TERROR HEAD,TÊTE D'EFFROI
KEY_SIREN_ARM_INJECTOR_DESCRIPTION_TEMP,Inflicts standard and viral damage,Torse de Sirène
KEY_SIREN_ARM_INJECTOR_NAME_TEMP,INJECTOR ARM,BRAS INJECTEUR
KEY_SIREN_ARM_ORICHALCUM_DESCRIPTION_TEMP,Slightly improved durability and damage,Inflige des dégâts normaux et viraux
KEY_SIREN_ARM_ORICHALCUM_NAME_TEMP,ORICHALCUM ARM,BRAS EN ORICHALQUE
KEY_SIREN_ARM_SLASHER_DESCRIPTION_TEMP,Melee attack that can cause bleed if it deals damage,Provoque le saignement s'il inflige des dégâts
KEY_SIREN_ARM_SLASHER_NAME_TEMP,SLASHER ARM,BRAS LACÉRANT
KEY_SIREN_HEAD_BUFFER_DESCRIPTION_TEMP,Can instill frenzy on friendly characters,TORSE EN ORICHALQUE
KEY_SIREN_HEAD_BUFFER_NAME_TEMP,FURY HEAD,TÊTE FURIEUSE
KEY_SIREN_HEAD_ORICHALCUM_DESCRIPTION_TEMP,Slightly improved durability,Peut provoquer la frénésie chez les unités alliées.
KEY_SIREN_HEAD_ORICHALCUM_NAME_TEMP,ORICHALCUM HEAD,TÊTE EN ORICHALQUE
KEY_SIREN_HEAD_SCREAMER_DESCRIPTION_TEMP,Psychic scream incapacitates nearby enemies,Durabilité légèrement améliorée
KEY_SIREN_HEAD_SCREAMER_NAME_TEMP,SCREAMING HEAD,TÊTE HURLANTE
KEY_SIREN_TAIL_AGILE_DESCRIPTION_TEMP,Increases speed of the creature,Son cri psychique peut immobiliser les ennemis à proximité
KEY_SIREN_TAIL_AGILE_NAME_TEMP,AGILE TAIL,QUEUE AGILE
KEY_SIREN_TAIL_HEAVY_DESCRIPTION_TEMP,Tail is protected by armor,Augmente la vitesse de la créature
KEY_SIREN_TAIL_HEAVY_NAME_TEMP,HEAVY TAIL,QUEUE LOURDE
KEY_SIREN_TAIL_ORICHALCUM_DESCRIPTION_TEMP,Slightly improved durability and damage,Sa queue est protégée par une armure
KEY_SIREN_TAIL_ORICHALCUM_NAME_TEMP,ORICHALCUM TAIL,QUEUE EN ORICHALQUE
KEY_SIREN_TORSO_ACID_DESCRIPTION_TEMP,Ejects acid over a short distance,Peut faire une attaque au corps à corps qui cause un saignement s'il inflige des dégâts
KEY_SIREN_TORSO_ACID_NAME_TEMP,ACID TORSO,BRAS EN ORICHALQUE
KEY_SIREN_TORSO_DESCRIPTION_TEMP,Siren Torso,Augmente légèrement la durabilité et les dégâts
KEY_SIREN_TORSO_NAME_TEMP,TORSO,TORSE
KEY_SIREN_TORSO_ORICHALCUM_DESCRIPTION_TEMP,Slightly improved durability,Projette de l'acide sur une courte distance
KEY_SIREN_TORSO_ORICHALCUM_NAME_TEMP,ORICHALCUM TORSO,TORSE D'ACIDE
KEY_SPAWNERY_BODY_DESCRIPTION_TEMP,Spawnery hulk,Carcasse d'Écloserie
KEY_SPAWNERY_BODY_NAME_TEMP,BODY,Durabilité légèrement améliorée
KEY_SPAWNERY_EGG_POD_DESCRIPTION_TEMP,Spawnery pod,Œuf d'Écloserie
KEY_SPAWNERY_EGG_POD_NAME_TEMP,EGG POD,OOTHÈQUE
KEY_SPAWNERY_SHELL_DESCRIPTION_TEMP,Spawnery shell,Coquille d'Écloserie
KEY_SPAWNERY_SHELL_NAME_TEMP,SHELL,COQUILLE
KEY_SWARMER_EGG_DESCRIPTION_TEMP,"Hatches a Myrmidon ","Fait éclore un Myrmidon "
KEY_SWARMER_EGG_NAME_TEMP,MYRMIDON EGG,ŒUF MYRMIDON
KEY_TORSO_DESCRIPTION_TEMP,Torso,Torse
KEY_TORSO_NAME_TEMP,TORSO,TORSE
KEY_TRITON_ARM_BLOODSUCKER_DESCRIPTION_TEMP,Damages the enemy and regenerates the creature,Inflige des dégâts à l'ennemi et soigne la créature
KEY_TRITON_ARM_BLOODSUCKER_NAME_TEMP,BLOODSUCKING ARM,BRAS SAIGNEUR
KEY_TRITON_ARM_MIST_DESCRIPTION_TEMP,Launches projectiles that generate mist,Lance des projectiles qui génèrent de la brume
KEY_TRITON_ARM_MIST_NAME_TEMP,MIST EMITTER ARM,BRAS ÉMETTEUR DE BRUME
KEY_TRITON_ARM_PARALYZING_DESCRIPTION_TEMP,Injects paralyzing agents into the enemy,Injecte l'ennemi avec des agents paralysants
KEY_TRITON_ARM_PARALYZING_NAME_TEMP,PARALYZING ARM,BRAS PARALYSANT
KEY_TRITON_ARM_REGENERATION_DESCRIPTION_TEMP,Restores health to damaged limbs,Restaure des points de vie aux membres endommagés
KEY_TRITON_ARM_REGENERATION_NAME_TEMP,REGENERATION ARM,BRAS RÉGÉNÉRANT
KEY_TRITON_ARM_SHROWDER_DESCRIPTION_TEMP,Creature becomes invisible when dealt damage,Rend la créature invisible lorsqu'elle subit des dégâts
KEY_TRITON_ARM_SHROWDER_NAME_TEMP,PAIN CHAMELEON ARM,BRAS DE CAMÉLÉON DE DOULEUR
KEY_TRITON_ELITE_ARM_BLOODSUCKER_DESCRIPTION_TEMP,Damages the enemy and regenerates the creature,Inflige des dégâts à l'ennemi et soigne la créature
KEY_TRITON_ELITE_ARM_BLOODSUCKER_NAME_TEMP,EVOLVED BLOODSUCKING ARM,BRAS SAIGNEUR AMÉLIORÉ
KEY_TRITON_ELITE_ARM_MIST_DESCRIPTION_TEMP,Launches projectiles that generate mist,Lance des projectiles qui génèrent de la brume
KEY_TRITON_ELITE_ARM_MIST_NAME_TEMP,EVOLVED MIST EMITTER ARM,BRAS ÉMETTEUR DE BRUME AMÉLIORÉ
KEY_TRITON_ELITE_ARM_PARALYZING_DESCRIPTION_TEMP,Injects paralyzing agents into the enemy,Injecte l'ennemi avec des agents paralysants
KEY_TRITON_ELITE_ARM_PARALYZING_NAME_TEMP,EVOLVED PARALYZING ARM,BRAS PARALYSANT AMÉLIORÉ
KEY_TRITON_ELITE_ARM_REGENERATION_DESCRIPTION_TEMP,Restores health to damaged limbs,Restaure des points de vie aux membres endommagés
KEY_TRITON_ELITE_ARM_REGENERATION_NAME_TEMP,EVOLVED REGENERATION ARM,BRAS RÉGÉNÉRANT AMÉLIORÉ
KEY_TRITON_ELITE_ARM_SHROWDER_DESCRIPTION_TEMP,Creature becomes invisible when dealt damage,Rend la créature invisible lorsqu'elle subit des dégâts
